object_id,ein,RgnTxt,PrpsOfGrntTxt,CshGrntAmt,MnnrOfCshDsbrsmntTxt
201532889349300523,631222148,"NORTH AMERICA - CANADA AND MEXICO, BUT",FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,RUSSIA & THE NEWLY INDEPENDENT STATES -,FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,RUSSIA & THE NEWLY INDEPENDENT STATES -,FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,RUSSIA & THE NEWLY INDEPENDENT STATES -,FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,CENTRAL AMERICA AND THE CARIBBEAN -,FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,"SUB-SAHARAN AFRICA - ANGOLA,",FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,"SUB-SAHARAN AFRICA - ANGOLA,",FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,"SUB-SAHARAN AFRICA - ANGOLA,",FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201503209349316020,116039909,MIDDLE EAST AND NORTH AFRICA,PROMOTING JEWISH EDUCATION,1507072,WIRE/CHECK
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,"QUEENSLAND BRAIN INSTITUTE, MARSHALL LABORATORY, UQ FOR LANTERN FISH PROJECT",405000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,"THE DOW CENTRE FOR SUSTAINABLE ENGINEERING INNOVATION, UQ FOR THE OPERATIONS OF THE DOW CENTRE.",2000000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,SUPPORT AUSTRALIAN INSTITUTE OF BUSINESS AND ECONOMICS,235000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,THE MCLENNAN AND HOWES COLLABORATIVE SCHOLARSHIP,60000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,"ENDOWED SCHOLARSHIPS, EMERGING NEEDS, VARIOUS FACULTIES, DEPARTMENTS AND COLLEGES",59703,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,THE CENTRE FOR SOCIAL RESPONSIBILITY IN MINING (CSRM) AT SMI FOR RESEARCH ON THE EFFECTIVENESS AND OUTCOMES OF CERTIFICATION SCHEMES IN THE MINING SECTOR.,125000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,"THOMAS A. PLEIN ENDOWED SCHOLARSHIP FOR US CITIZEN(S) STUDYING IN EITHER THE SCHOOL OF BUSINESS, ECONOMICS OR LAW AT THE BUSINESS ECONOMICS AND LAW FACULTY.",27500,WIRE,FMV
201523159349300987,260069167,FUND SALARY OF PROF,10800,CHECK
201533209349315408,260833212,CHARITABLE,28934,WIRE TRANSFER
201533039349301303,912163512,SCHOOL AID,EFT
201533359349301118,841567873,Cuba,Training Support,10100,Wire Trnsfr
201533359349301118,841567873,Malawi,Training Support,11157,Wire Trnsfr
201533359349301118,841567873,Mexico,Training Support,28500,Wire Trnsfr
201533359349301118,841567873,USA Latinos,Training Support,10143,Wire Trnsfr
201513439349300141,980042539,"North America (including Canada and Mexico, but not the United States)","Since we are a Canadian organization, all of our grants are paid in Canada, which is outside the US. Our grants are to support student organizations, federated colleges, and other Universities performing research (subgrants).",1568737,Cheque,0
201522939349300037,580593438,East Asia,American Cultural,10000,Wire
201522859349300807,954749034,SUPPORT UNIVERSITY,CASH WIRE TRANSFER
201503499349300305,237069575,"North America (including Canada and Mexico, but not the United States)",research,5241987,cheque,0
201503519349300545,730739626,Central America and the Caribbean,Ministry support,150000,Check
201503519349300545,730739626,Middle East and North Africa,Pastoral training,5032,Check
201503519349300545,730739626,Europe (Including Iceland & Greenland),Ministry networking,7800,ACH payment
201503519349300545,730739626,Sub-Saharan Africa,Church building,5011,ACH payment
201620339349301002,042111203,East Asia and the Pacific,Research,63660,wire transfer,0
201620339349301002,042111203,Europe (including Iceland and Greenland),Research,45690,check,0
201620339349301002,042111203,"North America (including Canada and Mexico, but not the United States)",Research,41587,check,0
201620339349301002,042111203,South Asia,Research,18343,check,0
201620339349301002,042111203,South America,Research,24796,wire transfer,0
201620309349300107,454135256,EUROPE (INCLUDING ICELAND & GREENLAND),DIABETES RESEARCH,79926,WIRE TRANSFER
201640359349301314,951744369,"Sub-Saharan Africa - Angola, Benin, Botswana, Burkina, Faso,",Foreign studies,1867000,Wire Transfer
201543459349300904,986001141,"North America (including Canada and Mexico, but not the United States)",Research,56722000,Wire Cheque Draft,0
201543459349300904,986001141,Sub-Saharan Africa,Research,685000,Wire Cheque Draft,0
201543459349300904,986001141,East Asia and the Pacific,Research,193000,Wire Cheque Draft,0
201543459349300904,986001141,South Asia,Research,128000,Wire Cheque Draft,0
201543459349300904,986001141,Central America and the Caribbean,Research,63000,Wire Cheque Draft,0
201543459349300904,986001141,South America,Research,49000,Wire Cheque Draft,0
201543459349300904,986001141,Europe (including Iceland and Greenland),Research,27000,Wire Cheque Draft,0
201611379349307081,951642394,East Asia and the Pacific,RSCH SUBAWRD,56992,WIRE/CHECK
201611379349307081,951642394,Europe (Including Iceland and Greenland),RSCH SUBAWRD,13300,WIRE/CHECK
201611379349307081,951642394,Europe (Including Iceland and Greenland),RSCH SUBAWRD,9000,WIRE/CHECK
201611379349307081,951642394,East Asia and the Pacific,RSCH SUBAWRD,25000,WIRE/CHECK
201611379349307081,951642394,Europe (Including Iceland and Greenland),RSCH/SUBAWRD,15409,WIRE/CHECK
201611379349307081,951642394,Sub-Saharan Africa,RSCH SUBAWRD,13612,WIRE/CHECK
201601379349310175,200909475,EAST ASIA AND THE PACIFIC,MEDICAL FACILITY LEASE,100000,WIRE TRANSFER
201621379349301582,381359081,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM",DIRECT ENROLLMENT IN OFF-CAMPUS PROGRAM,41095,WIRE TRANSFER,N/A,N/A
201621379349301582,381359081,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM",DIRECT ENROLLMENT IN OFF-CAMPUS PROGRAM,19258,WIRE TRANSFER,N/A,N/A
201621379349301582,381359081,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM",DIRECT ENROLLMENT IN OFF-CAMPUS PROGRAM,55401,WIRE TRANSFER,N/A,N/A
201621379349301582,381359081,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM",DIRECT ENROLLMENT IN OFF-CAMPUS PROGRAM,13321,WIRE TRANSFER,N/A,N/A
201621379349301582,381359081,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM",DIRECT ENROLLMENT IN OFF-CAMPUS PROGRAM,7380,WIRE TRANSFER,N/A,N/A
201621379349301582,381359081,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM",DIRECT ENROLLMENT IN OFF-CAMPUS PROGRAM,52600,WIRE TRANSFER,N/A,N/A
201621379349301582,381359081,"EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM",DIRECT ENROLLMENT IN OFF-CAMPUS PROGRAM,7063,WIRE TRANSFER,N/A,N/A
201621379349310107,951816009,NORTH AMERICA,GENERAL SUPPORT,104952,COST
201601379349308100,560532129,EAST ASIA AND THE PACIFIC,TUITION ASSISTANCE,231166,WIRE
201601379349308100,560532129,EUROPE (INCLUDING ICELAND & GREENLAND),GENERAL SUPPORT,48718,WIRE
201601379349308100,560532129,SOUTH AMERICA,GENERAL SUPPORT,11540,"OFFICE, MEDICAL, & COMPUTER SUPPLIES",FMV
201601379349308100,560532129,SOUTH ASIA,GENERAL SUPPORT,55000,WIRE
201601379349308100,560532129,SUB-SAHARAN AFRICA,GENERAL SUPPORT,15000,WIRE
201601379349308100,560532129,SUB-SAHARAN AFRICA,GENERAL SUPPORT,15400,WIRE
201621349349307737,041679980,North America,Sub-Award,20996,CHECK
201621349349307737,041679980,Europe (Including Iceland and Greenland),SUB-AWARD,126438,CHECK
201621349349307737,041679980,East Asia and the Pacific,SUB-AWARD,22659,CHECK
201621349349307737,041679980,Europe (Including Iceland and Greenland),SUB-AWARD,20000,CHECK
201621349349307737,041679980,Middle East and North Africa,SUB-AWARD,49871,CHECK
201621349349307737,041679980,East Asia and the Pacific,SUB-AWARD,47500,CHECK
201621349349307737,041679980,South America,SUB-AWARD,13025,CHECK
201611349349307796,390806261,Central America and the Caribbean,Research Subaward,131731,WIRE
201611349349307796,390806261,Europe (Including Iceland and Greenland),RESEARCH SUBAWARD,9720,WIRE
201611349349307796,390806261,Europe (Including Iceland and Greenland),RESEARCH SUBAWARD,48556,CHECK
201611349349307796,390806261,Central America and the Caribbean,RESEARCH SUBAWARD,26623,WIRE
201611349349307796,390806261,North America,Research Subaward,86773,CHECK
201611349349307796,390806261,Russia and the Newly Independent States,RESEARCH SUBAWARD,291616,WIRE
201611339349302871,131624225,Middle East and North Africa,EDUCATION,3067482,WIRE
201611339349302871,131624225,North America,EDUCATION,419055,WIRE
201611339349303916,361408475,East Asia and the Pacific,WATER QUAL TESTING,5005,WIRE TRSFR.
201611339349303916,361408475,Central America and the Caribbean,METS: ENERGY & OBESITY,87830,WIRE TRSFR.
201611339349303916,361408475,Europe (Including Iceland and Greenland),LOW VITAMIN RESEARCH,81863,WIRE TRSFR.
201611339349303916,361408475,Sub-Saharan Africa,MALARIA RESEARCH,53572,WIRE TRSFR.
201611339349303916,361408475,South Asia,SUSTAINABLE FUTURES,20000,WIRE TRSFR.
201611339349303916,361408475,Sub-Saharan Africa,METS: ENERGY & OBESITY,94051,WIRE TRSFR
201611339349303916,361408475,East Asia and the Pacific,WATER QUAL TESTING,19921,WIRE TRSFR.
201611339349303916,361408475,Sub-Saharan Africa,SICKLE CELL RESEARCH,29579,WIRE TRSFR.
201620479349302407,541257935,South America,Evangelism and medical missionary.,23000,check
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,192000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,27000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,East Asia and the Pacific,Sub-award,258000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,171000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,12000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,298000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,108000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Central America and the Caribbean,Sub-award,8000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,South America,Sub-award,11000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,East Asia and the Pacific,Sub-award,33000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,34000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,34000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,212000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,South America,Sub-award,356000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,31000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,471000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,76000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,401000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Europe (including Iceland and Greenland),Sub-award,222000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,51000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,178000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,163000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,South America,Sub-award,90000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,277000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,68000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,South America,Sub-award,15000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,South America,Sub-award,34000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,South America,Sub-award,55000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,79000,A/P Disbursements,0,N/A,N/A
201611379349302081,720423889,Sub-Saharan Africa,Sub-award,246000,A/P Disbursements,0,N/A,N/A
201601379349307970,580566205,South America,14961,Check,N/A,N/A
201601379349307970,580566205,East Asia and the Pacific,18104,Check,N/A,N/A
201601379349307970,580566205,Europe (Including Iceland and Greenland),16630,Check,N/A,N/A
201601379349307970,580566205,Europe (Including Iceland and Greenland),25450,Check,N/A,N/A
201601379349307970,580566205,Europe (Including Iceland and Greenland),15400,Check,N/A,N/A
201601379349307970,580566205,Europe (Including Iceland and Greenland),8696,Check,N/A,N/A
201601379349307970,580566205,Europe (Including Iceland and Greenland),6184,Check,N/A,N/A
201611379349307651,421315493,ASIA,VEDIC EDUCATION,15335,WIRE TRANSFE
201611379349307651,421315493,EUROPE,VEDIC EDUCATION,20000,WIRE TRANSFE
201611329349302326,520595110,CENTRAL AMERICA & CARRIBEAN,SPONSORED RESEARCH - SUB AWARD,92251,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,CENTRAL AMERICA & CARRIBEAN,SPONSORED RESEARCH - SUB AWARD,51019,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,CENTRAL AMERICA & CARRIBEAN,SPONSORED RESEARCH - SUB AWARD,49620,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,CENTRAL AMERICA & CARRIBEAN,SPONSORED RESEARCH - SUB AWARD,15000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,CENTRAL AMERICA & CARRIBEAN,SPONSORED RESEARCH - SUB AWARD,8168,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,CENTRAL AMERICA & CARRIBEAN,SPONSORED RESEARCH - SUB AWARD,106436,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,5240,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,6696,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,8941,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,13650,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,17960,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,20028,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,21204,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,33016,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,34390,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,35363,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,38911,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,41870,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,43707,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,47562,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,48750,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,52101,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,59600,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,60000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,64005,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,72354,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,74784,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,76225,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,87000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,87221,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,89000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,129555,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,130369,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,142076,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,145000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,149390,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,173778,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,185906,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,202828,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,277096,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,293932,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,299478,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,328066,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,367338,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,415321,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,529873,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,743751,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA & PACIFIC,SPONSORED RESEARCH - SUB AWARD,923380,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,6253,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,6253,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,6253,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,8101,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,10907,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,11462,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,11653,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,12314,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,12600,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,12982,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,15092,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,16122,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,16580,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,17869,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,17882,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,18676,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,21616,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,23845,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,26070,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,28672,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,29004,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,32791,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,34759,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,36336,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,37617,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,41391,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,42944,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,44905,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,46131,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,50000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,51120,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,56122,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,56578,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,58437,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,59359,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,61713,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,76203,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,83365,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,91224,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,102772,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,125526,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,127420,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,135788,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,178379,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,192100,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,230416,WIRE TRANSFER,N/A,N/A
