object_id,ein,RltdOrgnztnNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdOrgTxblPrtnrshp_EIN,IdRltdOrgTxblPrtnrshp_PrmryActvtsTxt,IdRltdOrgTxblPrtnrshp_LglDmclSttCd,DrctCntrllngEnttyNm_BsnssNmLn1Txt,IdRltdOrgTxblPrtnrshp_PrdmnntIncmTxt,IdRltdOrgTxblPrtnrshp_ShrOfTtlIncmAmt,IdRltdOrgTxblPrtnrshp_ShrOfEOYAsstsAmt,IdRltdOrgTxblPrtnrshp_DsprprtntAllctnsInd,IdRltdOrgTxblPrtnrshp_GnrlOrMngngPrtnrInd,IdRltdOrgTxblPrtnrshp_OwnrshpPct
201612439349300026,042964630,SIOCHAIN PROPERTIES LP,143 BORDER STREET,EAST BOSTON,MA,02128,043489643,PROVIDES HOUSING FOR LOW TO MODERATE INCOME INDIVIDUALS/FAMILIES,MA,N/A,N/A,0,1
201632509349300023,134224803,Mercy Housing California IX,1999 Broadway Suite 1000,Denver,CO,80202,943230471,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California V,1999 Broadway Suite 1000,Denver,CO,80202,943229051,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California VI,1999 Broadway Suite 1000,Denver,CO,80202,943224528,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California VII,1999 Broadway Suite 1000,Denver,CO,80202,943229540,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California VIII,1999 Broadway Suite 1000,Denver,CO,80202,943229541,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California X (The Rose),1999 Broadway Suite 1000,Denver,CO,80202,943232501,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XI,1999 Broadway Suite 1000,Denver,CO,80202,943244521,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XII,1999 Broadway Suite 1000,Denver,CO,80202,943366333,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XIII,1999 Broadway Suite 1000,Denver,CO,80202,943377935,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XIV,1999 Broadway Suite 1000,Denver,CO,80202,943377941,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XIX,1999 Broadway Suite 1000,Denver,CO,80202,010716135,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XL,1999 Broadway Suite 1000,Denver,CO,80202,261398920,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XLI,1999 Broadway Suite 1000,Denver,CO,80202,262350027,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XLII,1999 Broadway Suite 1000,Denver,CO,80202,262575525,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XLIII,1999 Broadway Suite 1000,Denver,CO,80202,262553554,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XLIV,1999 Broadway Suite 1000,Denver,CO,80202,263583090,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XLV (Washington,1999 Broadway Suite 1000,Denver,CO,80202,651308076,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XLVII,1999 Broadway Suite 1000,Denver,CO,80202,272930358,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XV,1999 Broadway Suite 1000,Denver,CO,80202,943379316,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XVI,1999 Broadway Suite 1000,Denver,CO,80202,943381170,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XVII,1999 Broadway Suite 1000,Denver,CO,80202,943400496,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XVIII,1999 Broadway Suite 1000,Denver,CO,80202,030376881,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XX,1999 Broadway Suite 1000,Denver,CO,80202,364497277,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXI,1999 Broadway Suite 1000,Denver,CO,80202,481259652,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXII,1999 Broadway Suite 1000,Denver,CO,80202,352172040,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXIII,1999 Broadway Suite 1000,Denver,CO,80202,820560494,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXIV,1999 Broadway Suite 1000,Denver,CO,80202,743052786,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXIX,1999 Broadway Suite 1000,Denver,CO,80202,731729092,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXV,1999 Broadway Suite 1000,Denver,CO,80202,810564415,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXVI,1999 Broadway Suite 1000,Denver,CO,80202,582679059,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXVII,1999 Broadway Suite 1000,Denver,CO,80202,651207291,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXVIII,1999 Broadway Suite 1000,Denver,CO,80202,731721242,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXX,1999 Broadway Suite 1000,Denver,CO,80202,611488186,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXXI,1999 Broadway Suite 1000,Denver,CO,80202,870756700,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXXII,1999 Broadway Suite 1000,Denver,CO,80202,870756940,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXXIV LP,1999 Broadway Suite 1000,Denver,CO,80202,510594948,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXXIX,1999 Broadway Suite 1000,Denver,CO,80202,010885277,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXXV,1999 Broadway Suite 1000,Denver,CO,80202,760827799,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXXVI,1999 Broadway Suite 1000,Denver,CO,80202,562568833,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing California XXXVIII,1999 Broadway Suite 1000,Denver,CO,80202,331153406,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,MERCY HOUSING COLORADO I LTD,1999 Broadway Suite 1000,Denver,CO,80202,841176712,low-inc hsng,CO,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Colorado III,1999 Broadway Suite 1000,Denver,CO,80202,841292696,low-inc hsng,CO,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Colorado IV,1999 Broadway Suite 1000,Denver,CO,80202,841284749,low-inc hsng,CO,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Colorado V,1999 Broadway Suite 1000,Denver,CO,80202,841318329,low-inc hsng,CO,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Colorado VI,1999 Broadway Suite 1000,Denver,CO,80202,841361296,low-inc hsng,CO,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Colorado VII,1999 Broadway Suite 1000,Denver,CO,80202,841473883,low-inc hsng,CO,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Colorado VIII,1999 Broadway Suite 1000,Denver,CO,80202,931190349,low-inc hsng,CO,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Colorado XI LLC,1999 Broadway Suite 1000,Denver,CO,80202,205331841,low-inc hsng,CO,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Colorado-I LTD (Grace),1999 Broadway Suite 1000,Denver,CO,80202,841176712,low-inc hsng,CO,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Colorado-II Ltd,1999 Broadway Suite 1000,Denver,CO,80202,841176713,low-inc hsng,CO,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Colorado-IX,1999 Broadway Suite 1000,Denver,CO,80202,870706258,low-inc hsng,CO,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Georgia 12 LP (Savannah G,1999 Broadway Suite 1000,Denver,CO,80202,272987561,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Georgia 13 LP,1999 Broadway Suite 1000,Denver,CO,80202,455108221,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Georgia 14 LP,1999 Broadway Suite 1000,Denver,CO,80202,462787254,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Georgia 15 LP,1999 Broadway Suite 1000,Denver,CO,80202,465547801,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Georgia I,1999 Broadway Suite 1000,Denver,CO,80202,582461689,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Georgia II,1999 Broadway Suite 1000,Denver,CO,80202,582621798,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Georgia III,1999 Broadway Suite 1000,Denver,CO,80202,431954812,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Georgia IV,1999 Broadway Suite 1000,Denver,CO,80202,562328730,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Georgia IX LP,1999 Broadway Suite 1000,Denver,CO,80202,208829418,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Georgia V LP,1999 Broadway Suite 1000,Denver,CO,80202,900284434,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Georgia VI LP,1999 Broadway Suite 1000,Denver,CO,80202,204466474,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Georgia VIII LP,1999 Broadway Suite 1000,Denver,CO,80202,582461689,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Georgia X (Savannah Garden,1999 Broadway Suite 1000,Denver,CO,80202,270162550,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Georgia XI LP (Etowah Ter,1999 Broadway Suite 1000,Denver,CO,80202,262523190,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Idaho I,1999 Broadway Suite 1000,Denver,CO,80202,841212028,low-inc hsng,ID,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Idaho II,1999 Broadway Suite 1000,Denver,CO,80202,841212029,low-inc hsng,ID,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Idaho III,1999 Broadway Suite 1000,Denver,CO,80202,841251391,low-inc hsng,ID,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Idaho IV,1999 Broadway Suite 1000,Denver,CO,80202,820487654,low-inc hsng,ID,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Idaho NSP LLC (NSPID),1999 Broadway Suite 1000,Denver,CO,80202,271039061,low-inc hsng,ID,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Idaho V (Sisters Villa),1999 Broadway Suite 1000,Denver,CO,80202,043624359,low-inc hsng,ID,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Iowa II LP,1999 Broadway Suite 1000,Denver,CO,80202,841284752,low-inc hsng,IA,na,RELATED,false,false
201632509349300023,134224803,mercy housing midwest nebraska llc,1999 Broadway Suite 1000,Denver,CO,80202,201583332,low-inc hsng,NE,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Missouri II,1999 Broadway Suite 1000,Denver,CO,80202,841201811,low-inc hsng,MO,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing S Carolina I,1999 Broadway Suite 1000,Denver,CO,80202,593767323,low-inc hsng,SC,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Senior Properties LLC,1999 Broadway Suite 1000,Denver,CO,80202,943081666,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing South Carolina I,1999 Broadway Suite 1000,Denver,CO,80202,593767323,low-inc hsng,SC,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing South Dakota I LLC,1999 Broadway Suite 1000,Denver,CO,80202,202830331,low-inc hsng,SD,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing South Dakota II LLC,1999 Broadway Suite 1000,Denver,CO,80202,202830356,low-inc hsng,SD,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Utah I,1999 Broadway Suite 1000,Denver,CO,80202,020564555,low-inc hsng,UT,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Washington III,1999 Broadway Suite 1000,Denver,CO,80202,911676111,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Washington IX LP,1999 Broadway Suite 1000,Denver,CO,80202,651186086,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Washington V,1999 Broadway Suite 1000,Denver,CO,80202,841457612,low-inc hsng,OR,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Washington VI,1999 Broadway Suite 1000,Denver,CO,80202,841459924,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Washington VII,1999 Broadway Suite 1000,Denver,CO,80202,912038920,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Washington VIII,1999 Broadway Suite 1000,Denver,CO,80202,912124779,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Mercy Housing Washington X LLC,1999 Broadway Suite 1000,Denver,CO,80202,550887839,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Mercy Loan Fund Sub-CDE LLC,1999 Broadway Suite 1000,Denver,CO,80202,271326149,low-inc hsng,CO,na,RELATED,false,false
201632509349300023,134224803,Mercy Properties Washington I LLC,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Mercy Properties Washington II,1999 Broadway Suite 1000,Denver,CO,80202,300117515,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Mercy Properties Washington III LLC,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,MHC Health 1 LP,1999 Broadway Suite 1000,Denver,CO,80202,473554305,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,MHNW 9 Othello East LP,1999 Broadway Suite 1000,Denver,CO,80202,471620007,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,MHNW 10 Othello West LP,1999 Broadway Suite 1000,Denver,CO,80202,471614235,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,MHNW 11 Woodlakes LP,1999 Broadway Suite 1000,Denver,CO,80202,472334969,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,MHNW 12 Eleanor Apartments LLLP,1999 Broadway Suite 1000,Denver,CO,80202,473599013,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,MHNW 13 Building 9 South LP,1999 Broadway Suite 1000,Denver,CO,80202,474660134,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,MHNW 14 Building 9 North LP,1999 Broadway Suite 1000,Denver,CO,80202,474683004,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,MHSE Adamsville Green Senior Partners LL,1999 Broadway Suite 1000,Denver,CO,80202,262523190,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,MHSE Bailey Station Senior LP,1999 Broadway Suite 1000,Denver,CO,80202,461868814,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,MHSE Mercy Park LP,1999 Broadway Suite 1000,Denver,CO,80202,611757712,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,MHSE Pinelake LP,1999 Broadway Suite 1000,Denver,CO,80202,800616765,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,MHSE Pinelake I LP,1999 Broadway Suite 1000,Denver,CO,80202,900856866,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,MHSE Reynoldstown Senior LP,1999 Broadway Suite 1000,Denver,CO,80202,463054017,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,MSHE Wilson Senior Residence LP,1999 Broadway Suite 1000,Denver,CO,80202,464907701,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Monroe Villa,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Monsignor Lyne LP,1999 Broadway Suite 1000,Denver,CO,80202,651308080,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Mortgage Resolution Fund LLC,120 LaSalle Suite 1850,Chicago,IL,60603,453801619,management,IL,na,RELATED,false,false
201632509349300023,134224803,Moses Lake Estates,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,MPI Highland Place Apartments LP,1999 Broadway Suite 1000,Denver,CO,80202,582461689,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Near North Partnership,1999 Broadway Suite 1000,Denver,CO,80202,320143113,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,Neary Lagoon Partners,1999 Broadway Suite 1000,Denver,CO,80202,770256317,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,New Dana Strand IV-A LP,1999 Broadway Suite 1000,Denver,CO,80202,473082758,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,New Dana Strand Partners I LP,1999 Broadway Suite 1000,Denver,CO,80202,510524022,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,New Dana Strand Townhomes,1999 Broadway Suite 1000,Denver,CO,80202,510524022,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,New Sterling Park LLC,1999 Broadway Suite 1000,Denver,CO,80202,272523530,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,New Sterling Park MM LLC,1999 Broadway Suite 1000,Denver,CO,80202,272523309,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,New Tacoma Phase II Mercy LLC,1999 Broadway Suite 1000,Denver,CO,80202,452478067,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,New Tacoma Senior Housing Phase I,1999 Broadway Suite 1000,Denver,CO,80202,911546525,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Northglen LP,1999 Broadway Suite 1000,Denver,CO,80202,320139512,low-inc hsng,NE,na,RELATED,false,false
201632509349300023,134224803,Oak Harbor,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Olympic,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Park Terrace Apts (Park Terrace Apts),1999 Broadway Suite 1000,Denver,CO,80202,943332881,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Parkside Terrace LP,1999 Broadway Suite 1000,Denver,CO,80202,363914505,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,Pilchuck,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Pine Road Village,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Pinewood Court Apartments,1999 Broadway Suite 1000,Denver,CO,80202,680435836,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Rainer Vista Block 43 Owner LP(Columbia,1999 Broadway Suite 1000,Denver,CO,80202,273221112,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Red Door Limited Partnership,1999 Broadway Suite 1000,Denver,CO,80202,363915050,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,Reynoldstown Senior Apts (Renoldstown),1999 Broadway Suite 1000,Denver,CO,80202,270162550,low-inc hsng,GA,na,RELATED,false,false
201632509349300023,134224803,Rock Creek Terrace,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Roseland Limited Partnerhsip,1999 Broadway Suite 1000,Denver,CO,80202,364304416,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,Roseland Place LP,1999 Broadway Suite 1000,Denver,CO,80202,800195044,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,San Felipe Homes (San Felipe Homes),1999 Broadway Suite 1000,Denver,CO,80202,954384732,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Sandstone,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,SC Residence LLC,1999 Broadway Suite 1000,Denver,CO,80202,260675562,low-inc hsng,WI,na,RELATED,false,false
201632509349300023,134224803,Silvercrest,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Skagit Village,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Somerset Senior Hsg,1999 Broadway Suite 1000,Denver,CO,80202,742765568,low-inc hsng,TX,na,RELATED,false,false
201632509349300023,134224803,South Loop Apartments,1999 Broadway Suite 1000,Denver,CO,80202,364027476,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,St Andrew Community LP,1999 Broadway Suite 1000,Denver,CO,80202,651308080,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Sunnydale Development Co LLC,1999 Broadway Suite 1000,Denver,CO,80202,263566543,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Tahoe Valley Townhomes Assoc,1999 Broadway Suite 1000,Denver,CO,80202,943298324,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,The Keating Building Little Village LLC,1999 Broadway Suite 1000,Denver,CO,80202,264584321,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,Third and LeCante LP,1999 Broadway Suite 1000,Denver,CO,80202,264176495,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Villa Columba Mercy Riverside LP,1999 Broadway Suite 1000,Denver,CO,80202,651308076,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Villa Columbia Mercy Riverside LP (Merc,1999 Broadway Suite 1000,Denver,CO,80202,364304416,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Villa Kathleen Redevelopment,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Village Park Housing Associates,1999 Broadway Suite 1000,Denver,CO,80202,680254566,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Visitation Valley Fam Hsg Assoc,1999 Broadway Suite 1000,Denver,CO,80202,943275566,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Wapato Gardens,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Washington Square,1999 Broadway Suite 1000,Denver,CO,80202,201031378,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Wentworth Commons,1999 Broadway Suite 1000,Denver,CO,80202,300082553,low-inc hsng,IL,na,RELATED,false,false
201632509349300023,134224803,West 28th Street,1999 Broadway Suite 1000,Denver,CO,80202,954550003,low-inc hsng,CA,na,RELATED,false,false
201632509349300023,134224803,Western Manor LP,1999 Broadway Suite 1000,Denver,CO,80202,264578652,low-inc hsng,NE,na,RELATED,false,false
201632509349300023,134224803,Woodlake Manor,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632509349300023,134224803,Woodlake Manor II,1999 Broadway Suite 1000,Denver,CO,80202,770601463,low-inc hsng,WA,na,RELATED,false,false
201632529349301013,596196141,GOODWILL INDUSTRIES OF SWFL NMTC RESOURCES I LLC,5100 TICE STREET,FORT MYERS,FL,33905,461056972,RENTAL REAL ESTATE,FL,GOODWILL INDUSTRIES OF SOUTHWEST FLORIDA INC,N/A,-563865,13716831,0,0,0.99000
201632529349301013,596196141,GOODWILL INDUSTRIES OF SWFL NMTC RESOURCES II LLC,5100 TICE STREET,FORT MYERS,FL,33905,461062434,RENTAL REAL ESTATE,FL,GOODWILL INDUSTRIES OF SOUTHWEST FLORIDA INC,N/A,753046,8319070,0,0,0.99000
