object_id,ein,BndRfrncCd,BsnssNmLn1Txt,BndIssrEIN,BndIssdDt,IssPrcAmt,PrpsDsc,DfsdInd,OnBhlfOfIssrInd,PlFnncngInd
201520449349302627,133508093,B,City of New Rochelle Corp for Local DEVELOPMENT,611721247,648535AA0,2013-10-17,5000000,Reimburement for acquisition of re,false,false,false
201520449349302667,431007642,A,THE INDUSTRIAL DEVELOPMENT AUTHORITY OF THE CITY OF HANNIBAL MISSOURI,2009-07-31,7285000,TO REFINANCE SERIES 1998 BONDS AND NOTE PAYABLE,0,0,0
201510479349301421,941156617,A,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY,521705592,130178RMO,2008-12-11,71636711,"CONSTRUCTION AND RENOVATION OF FACILITIES, PAY OFF TAXABLE LOAN",0,0,0
201510479349301421,941156617,B,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY,521705592,130178WV4,2010-09-15,54289973,"IMPROVEMENT & EXPANSION OF FACILITIES, REFUND 2002A BONDS",0,0,0
201540449349302909,480547846,A,KANSAS INDEPENDENT COLLEGE FINANCE AUTHORITY,481233911,48526HXB7,2013-12-19,4359152,Refund 2008 Bonds issued to fund c,false,false,false
201520449349302342,430356250,A,ARIZONA HEALTH FACILITIES AUTHORITY,860453292,040505BH1,2010-01-27,14377933,REFUND 2000 BONDS (8-4-2000),false,false,false
201520449349302342,430356250,B,HEALTH & EDUCATIONAL FACILITIES AUTHORITY OF MO,431178966,60636ACP6,2011-11-15,25770587,CONSTR. EQUIP/FURNISH UNIV. FACILI,false,false,false
201520449349302342,430356250,C,HEALTH & EDUCATIONAL FACILITIES AUTHORITY OF MO,431178966,60636AJB0,2014-03-20,26111684,"AQUIRE, CONSTRUCT, FURNISH, EQUIP",false,false,false
201500489349301365,610444763,RetDoc1053100001,A,CITY OF COLUMBIA SERIES 2009,2009-11-30,10800000,ACQUISITION OF LAND AND PROPERTY,0,0,0
201500489349301365,610444763,RetDoc1053100001,B,CITY OF COLUMBIA SERIES 2006B,2006-12-29,1250000,ACQUISITION OF LAND AND PROPERTY,0,0,0
201500489349301365,610444763,RetDoc1053100001,C,CITY OF COLUMBIA SERIES 2011,2011-12-20,9600000,ACQUISITION OF LAND AND PROPERTY,0,0,0
201500489349301365,610444763,RetDoc1053100001,D,COUNTY OF ADAIR SERIES 2011,2011-12-01,9680000,ACQUISITION OF LAND AND PROPERTY,0,0,0
201530489349300713,620483210,A,INDUSTRIAL DEVELOPMENT BOARD OF THE CITY OF PULASKI,521282324,NONEAVAIL,2010-01-12,5670000,REFUNDING BOND (ISSUED 3/31/2004),0,0,0
201530449349300408,620488046,A,Health and Educational Facilities Board of the Metropolitan Government,of Nashville and Davidson County TN,626139016,592041SK4,2009-12-03,17025000,Refunding of outstanding callable bond issue.,1,0,0
201500569349300300,540505977,A,INDUSTRIAL DEVELOPMENT AUTHORITY OF ROCKBRIDGE,541284598,999999999,2003-03-31,3950000,REDUCE OUTSTANDING DEBT,false,false,false
201500569349300300,540505977,B,INDUSTRIAL DEVELOPMENT AUTHORITY OF THE CITY OF,546001392,52976TAF4,2010-09-24,1500000,VARIOUS CAPITAL IMPROVEMENTS,false,false,false
201500569349300300,540505977,C,VIRGINIA COLLEGE BUILDING AUTHORITY,541249154,927781NC2,2006-08-10,20446543,ENERGY AND CAPITAL PROJECTS,false,false,false
201530449349301713,540506306,A,Industrial Development Authority of the Town of Bridgewater Virginia,541381459,10874MAR4,2006-08-09,5419728,"$4,059,412 was used to renovate the kitchen and dining area. $1,457,500 refund 2002 bonds",0,0,0
201530449349301713,540506306,B,Industrial Development Authority of the Town of Bridgewater Virginia,541381459,000000000,2007-12-12,3000000,construction and renovation of campus facilities,0,0,0
201530449349301713,540506306,C,Economic Development Authority of Rockingham County Virginia,541155987,000000000,2013-12-19,7350000,"provide funds to refund 2003, 1993, 1987 and 1978 issues",0,0,0
201530489349302068,310971599,A,STATE OF OHIO HIGHER EDUCATION,66756BUD0,2007-11-01,875000,OHIO CHRISTIAN UNIVERSITY 2007 PROJECT,0,0,0
201530489349302068,310971599,B,STATE OF OHIO HIGHER EDUCATION,66756BUE8,2007-11-01,1105000,OHIO CHRISTIAN UNIVERSITY 2007 PROJECT,0,0,0
201530489349302068,310971599,C,STATE OF OHIO HIGHER EDUCATION,66756BUF5,2007-11-01,1425000,OHIO CHRISTIAN UNIVERSITY 2007 PROJECT,0,0,0
201530489349302068,310971599,D,STATE OF OHIO HIGHER EDUCATION,66756BUG3,2007-11-01,4790000,OHIO CHRISTIAN UNIVERSITY 2007 PROJECT,0,0,0
201500449349301160,160743126,A,Monroe County Industrial Development Corporation,(COMIDA),510188852,123456789,2014-03-14,26000000,Science & Nursing Building Project,0,0,0
201510449349300026,141468399,A,ORANGE COUNTY FUNDING CORPORATION,273179651,2012-12-21,25465000,REFUNDING OF 2005 BOND ISSUE,false,false,false
201510449349300026,141468399,B,ORANGE COUNTY FUNDING CORPORATION,273179651,684594AT1,2012-12-21,40087992,RENOVATION OF DOMINICAN CENTER AND REFUND 2003 BOND ISSUE,false,false,false
201520449349301697,741180151,A,RICE CAPITAL ACCESS PROGRAM LLC,270443193,2012-02-28,7675000,REDEMPTION OF EXISTING BONDS,0,1,0
201520449349301697,741180151,B,RICE CAPITAL ACCESS PROGRAM LLC,270443193,2012-02-28,10175000,TO FINANCE CAPITAL EXPENDITURES,0,0,0
201510449349301651,431408945,A,STATE FAIR COMMUNITY COLLEGE,430899766,856830AW4,2007-07-10,9560000,FUND BUILDING,0,0,0
201520489349302187,620814498,A,THE INDUSTRIAL DEVELOPMENT BOARD OF WILLIAMSON COUNTY TENNESSEE,522018208,969881AH4,2007-12-20,3000000,RENOVATION OF VARIOUS CAMPUS BUILDINGS,0,0,0
201510519349300311,480543736,A,CITY OF MCPHERSON SERIES 2009,486019780,2009-08-03,6110000,REFINANCE OF EXISTING INDEBTEDNESS,false,false,false
201530449349301608,314379435,A,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,67756BSK7,2006-10-31,30850000,2006 BONDS FOR CONSTRUCTION AND IMPROVEMENTS,false,false,false
201530449349301608,314379435,B,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,2013-04-26,3970000,2013 BONDS - PROCEEDS USED TO PAY OFF BANK LOAN ON CAPITAL UNIVERSITY APARTMENTS,false,false,false
201540579349300304,344428219,A,COUNTY OF SENECA OHIO,346401331,2013-06-27,18561527,HEIDELBERG UNIVERSITY PROJECT,false,false,false
201500559349300515,420680466,A,CITY OF DECORAH IA,426004485,2004-12-15,3600000,CENTENNIAL UNION RENOVATION,0,0,0
201500559349300515,420680466,B,CITY OF DECORAH IA,426004485,2010-12-21,7500000,MILLER & DIESETH RESIDENCE HALL RENOVATION,0,0,0
201500559349300515,420680466,C,IOWA HIGHER EDUCATION LOAN AUTHORITY,421235696,2011-12-01,24065000,SEE PART VI,0,0,0
201510449349301706,381459365,A,MICHIGAN HIGHER EDUCATION FACILITIES AUTHORITY,521285150,2007-05-17,1980000,ACQUISITION AND REPLACEMENT OF CAMPUS HEATING SYSTEM,0,0,0
201530549349300703,160759798,A,Town of Amherst Industrial Development Agency,161136451,031362EH5,2006-06-30,20925000,Refund & defease 2001A bonds,0,0,0
201530549349300703,160759798,B,Town of Amherst Industrial Development Agency,161136451,031362EJ1,2006-06-30,17075000,Construction & equipment for new library,0,0,0
201540479349300419,560530242,A,NORTH CAROLINA CAPITAL FACILITIES FINANCE AGENCY,561592154,65818PGH6,2008-04-03,18000000,SEE PART VI,0,0,0
201540479349300419,560530242,B,NORTH CAROLINA CAPITAL FACILITIES FINANCE AGENCY,561592154,65818PGG8,2008-04-03,39331510,SEE PART VI,0,0,0
201510559349300331,470724387,A,NEBRASKA EDUCATIONAL FINANCE AUTHORITY,521293953,2007-06-05,3569807,COLLEGE BUILDING CAPITAL FINANCING,0,0,0
201500479349301665,350868086,A,INDIANA EDUCATIONAL FACILITIES AUTHORITY,521698917,455048U48,2003-12-03,15000000,EXPANSION OF CAMPUS CENTER AND REFUNDING OF 10/7/1999 BOND ISSUE,false,false,false
201510559349300726,470491571,A,CITY OF BELLEVUE NEBRASKA,476006099,079226av8,2010-02-16,17500000,IMPROVEMENTS/ADDITIONS/EQUIPMENT,false,false,false
201520489349301002,420680404,A,IOWA HIGHER EDUCATION LOAN AUTHORITY,421235696,462460C46,2007-05-01,7870000,VARIOUS CAPITAL PROJECTS,0,0,0
201520489349301002,420680404,B,IOWA HIGHER EDUCATION LOAN AUTHORITY,421235696,462460Q74,2011-05-25,15777321,VARIOUS CAPITAL PROJECTS,0,0,0
201510489349301166,730579298,RetDoc1053100001,A,TULSA INDUSTRIAL AUTHORITY,521284044,89965QAL2,2006-07-28,31598595,BUILD APARTMENT COMPLEXES,0,0,0
201510489349301166,730579298,RetDoc1053100001,B,TULSA INDUSTRIAL AUTHORITY,521284044,899676KW9,2006-10-26,27738583,FUNDS TO REFUND A PRIOR ISSUE SERIES- 2000B-9/12/00,0,0,0
201510489349301166,730579298,RetDoc1053100001,C,TULSA INDUSTRIAL AUTHORITY,731372018,899676LW8,2009-03-02,35039575,FUNDS TO REFUND A PRIOR ISSUE SERIES 1996B-3/21/96,0,0,0
201510489349301166,730579298,RetDoc1053100001,D,TULSA INDUSTRIAL AUTHORITY,731372018,899676ML1,2011-03-22,30323703,BUILDINGS AND REFUND PRIOR ISSUE 3/21/96,0,0,0
201510639349300336,952962604,A,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY,521705592,130175R61,2004-11-16,28145227,CONSTRUCTION OF FACILITIES,0,0,0
201510639349300336,952962604,B,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY,521705592,130178PQ3,2008-07-31,36914991,CONSTRUCTION OF FACILITIES,0,0,0
201510639349300336,952962604,C,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY,521705592,130175T44,2004-11-16,5465000,CONSTRUCTION OF FACILITIES,0,0,0
201510589349300401,751081109,A,GATEWAY EDUCATION FINANCE CORPORATION,200805844,2008-08-26,8000000,EDUCATIONAL AND RELATED FACILITIES,false,false,false
201510589349300401,751081109,B,LONGVIEW EDUCATION FINANCE CORPORATION,300640131,2010-08-31,15000000,EDUCATIONAL AND RELATED FACILITIES,false,false,false
201530639349300113,930391586,A,State of Oregon Facilities Authority,936001787,00068608J,2005-05-19,20602766,Refund series 2000 & capital improvement projects,0,0,0
201530639349300113,930391586,B,State of Oregon Facilites Authority,2010 Bonds,936001787,68608JMT5,2010-08-11,23233102,"Refunding series 1998 and 2001, Capital Improvement projects, and reserve fund",0,0,0
201520589349300817,231365953,A,LEHIGH COUNTY GENERAL PURPOSE AUTHORITY,911886539,5248053G1,2006-04-01,17496547,"FINANCE DANCE STUDIO & FACULTY OFFICE SPACE CONSTRUCTION, REFUND PY BONDS",0,0,0
201520589349300817,231365953,B,LEHIGH COUNTY INDUSTRIAL DEVELOPMENT AUTHORITY,232244109,2007-02-15,3100000,FINANCE ACQUISITION OF HAMILTON BLVD BUILDING,0,0,0
201520589349300817,231365953,C,LEHIGH COUNTY INDUSTRIAL DEVELOPMENT AUTHORITY,232244109,2009-08-31,1940521,FINANCE THE RENOVATION OF THE BISTRO,0,0,0
201500619349300775,231526668,A,DELAWARE COUNTY AUTHORITY,231973437,246003HM2,2003-10-16,24959520,REFUND OUTSTANDING 1997 BONDS/CAPITAL PROJECTS,0,0,0
201500619349300775,231526668,B,DELAWARE COUNTY AUTHORITY,231973437,246003JS7,2007-02-06,12443242,REFUND OUTSTANDING 1999 BONDS,0,0,0
201540639349300514,750818183,A,Rice Capital Access Program,270443193,2011-04-08,24400000,Capital Improvements,false,false,false
201530619349300303,910564993,A,Washington Higher Education Facilities Authority,911306482,2014-04-24,33535000,Refinancing of bonds issued in 2007,0,0,0
201530659349300738,237179567,A,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,67756BLX6,2009-07-30,17200000,SEE PART VI,false,false,false
201530719349301038,350935587,A,INDIANA FINANCE AUTHORITY,350035587,2012-07-31,18423000,REFINANCE OF EXISTING DEBT,false,false,false
201540659349300524,420681046,A,LINN COUNTY IA,426004338,2010-06-18,9970000,"FINANCE LAND, BLDG & EQUIPMENT",0,0,0
201540659349300524,420681046,B,LINN COUNTY IA,426004338,2013-10-01,7278476,"FINANCE LAND, BLDG & EQUIPMENT",0,0,0
201500699349300310,240795506,A,CITY OF WILKES BARRE FINANCE AUTHORITY SERIES 2007,968254AC6,2007-05-30,54134142,REFUNDING BONDS AND PREPAYING,0,0,0
201500699349300310,240795506,B,NORTHEASTERN PA HOSPITAL & EDUCATION AUTHOR SERIES A,237394107,664556BD8,2012-05-09,16956391,FINANCE NEW FACILITY,0,0,0
201500699349300310,240795506,C,NORTHEASTERN PA HOSPITAL & EDUCATION AUTHOR SERIES B,237394107,2012-04-13,15000000,FINANCE NEW FACILITY,0,0,0
201520709349300217,231657958,A,DELAWARE COUNTY AUTHORITY,231973437,246003LD7,2008-04-03,21632840,FINANCE CAPITAL ADDITIONS,0,0,0
201520709349300217,231657958,B,DELAWARE COUNTY AUTHORITY,231973437,246009MT0,2010-11-10,26382471,REFUND 1998A AND 2001 BOND ISSUES,0,0,0
201520689349300347,930401259,A,State of Oregon-Oregon Facilities Authority,936001787,00068608J,2007-12-20,86727005,See Part VI,0,0,0
201520659349300232,750926755,A,MARSHAL HIGHER EDUCATION FINANCING,722693822,2005-12-21,7245000,REFUND 1997 SERIES HIGHER EDUCATION BONDS,0,0,0
201520659349300232,750926755,B,METROPOLITAN HIGHER EDUCATION AUTHORITY INC,752714188,592143AY7,2008-08-14,16000000,CONSTRUCT AND EQUIP NEW DORMITORY,0,0,0
201510669349300416,620535755,A,THE HEALTH & EDUCATIONAL FACILITIES BD OF THE CITY OF ELIZABETHTON TN,626000283,2005-12-05,5500000,CONSTRUCTION AND EQUIPPING OF EDUCATIONAL FACILITIES,0,0,0
201510669349300416,620535755,B,THE INDUSTRIAL DEVELOPMENT BOARD OF CARTER COUNTY TN,461322210,2012-12-07,7500000,"ACQUISITION, CONSTRUCTION AND EQUIPPING OF STUDENT RESIDENCE FACILITIES",0,0,0
201530719349300423,440617326,A,HEALTH & EDUCATION FACILITIES AUTHORITY OF ST MO,431178966,2011-06-01,17600000,CAPITAL IMPROVEMENTS AND DEFEASE O,false,false,false
201520699349300502,480777079,IRS990ScheduleK,A,ATCHISON COUNTY KANSAS,486025049,046597BC3,2007-12-27,4824916,SEE PART VI,false,false,false
201520699349300502,480777079,IRS990ScheduleK,B,ATCHISON COUNTY KANSAS,486025049,046617AX4,2008-01-23,5232252,SEE PART VI,false,false,false
201520699349300502,480777079,IRS990ScheduleK,C,KANSAS INDEPENDENT COLLEGE FINANCE AUTHORITY,481233911,48526HVB9,2010-05-18,10785000,SEE PART VI,false,false,false
201520699349300502,480777079,IRS990ScheduleK,D,ATCHISON COUNTY KANSAS,486025049,046597BT6,2011-11-16,9990000,SEE PART VI,false,false,false
201540709349300964,870212470,A,Salt Lake County Utah,876000316,79567PCS0,2005-05-10,16715000,To finance construction projects and debt service reserve,false,false,false
201540709349300964,870212470,B,Salt Lake County Utah,876000316,79567PDG5,2007-04-10,18270000,To advance refund the callable college revenue bonds,false,false,false
201520759349300442,941156599,A,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY,521705592,130178J98,2007-08-30,71100000,"SEE SCHEDULE K, PART VI",1,1,0
201530729349300518,660201206,A,AFICA Bond 2006,690660050,745227EN0,2006-04-11,30450352,Acquisition and construction of educational facilities,0,0,0
201530729349300518,660201206,B,AFICA Bond 2012,690660050,745272FA7,2012-06-27,80415798,Adquisition and Construction of educational facilities,0,0,0
201510729349300926,420680372,A,IOWA HIGHER EDUCATION LOAN AUTHORITY,421235696,462460L87,2010-07-08,44175651,SEE PART VI,0,0,0
201510729349300926,420680372,B,IOWA HIGHER EDUCATIONLOAN AUTHORITY,421235696,462460Y26,2013-02-12,23204396,SEE PART VI,0,0,0
201520769349300712,370661496,A,WISCONSIN HEALTH AND EDUCATIONAL FACILITIES,391337855,2012-06-01,6250000,REFINANCE OF 1999 SERIES BONDS,0,0,0
201520769349300712,370661496,B,WISCONSIN HEALTH AND EDUCATIONAL FACILITIES,391337855,2013-11-14,20000000,FINANCING OF SCIENCE CENTER,0,0,0
201510759349300206,620516509,R000008,A,Health Educ Hsng Fac Board Jackson TN 2010A,621209535,000000000,2010-03-31,14650000,Refunding and construction,0,0,0
201510759349300206,620516509,R000008,B,Health Educ Hsng Fac Board Jackson TN 2009A,621209535,000000000,2009-12-22,16800000,Refunding,0,0,0
201510759349300206,620516509,R000008,C,Health Educ Hsng Fac Board Jackson TN 2009B,621209535,000000000,2009-12-22,9000000,Construction,0,0,0
201510759349300206,620516509,R000008,D,Health Educ Hsng Fac Board Jackson TN 2010B,621209535,000000000,2010-12-17,6000000,refunding,0,0,0
201500729349300130,390806196,A,WISCONSIN HEALTH AND EDUCATIONAL FACILITIES AUTHORITY,391337855,NONEAVAIL,2009-11-10,15000000,BUILDING AND STRUCTURES AND REFUND PRIOR ISSUE DATED 09/16/04,0,1,0
201530769349301008,930386858,A,STATE OF OREGON - OREGON FACILITIES AUTHORITY,936001787,68608JNN7,2011-03-01,108610000,"REFUNDING OUTSTANDING BONDS, FINANCE CONSTRUCTION COSTS OF RESIDENCE HALL",0,0,0
201540779349300624,231352620,R000009,A,Montgomery County,Higher Education & Health Authority,232447147,613603QP7,2006-02-15,46753060,Funding of capital projects & current refunding,0,0,0
201540779349300624,231352620,R000009,B,Montgomery County,Higher Education & Health Authority,232447147,613603RA9,2006-04-13,12138593,Advance refunding of outstanding 1999 bonds,0,0,0
201540779349300624,231352620,R000009,C,Montgomery County,Higher Education & Health Authority,232447147,613603SL4,2010-05-11,23037906,Funding of capital projects,0,0,0
201540779349300624,231352620,R000009,D,Montgomery County,Higher Education & Health Authority,232447147,613603SN0,2012-12-05,19626786,Funding of Capital Projects and refunding of 2001 bonds,0,0,0
201540759349300624,131967322,A,COUNTY OF ROCKLAND INDUSTRIAL DEVELOPMENT AGENCY,133051646,773557af0,2004-08-27,9950000,DEFEASE 1998 SERIES REVENUE BOnd,false,false,false
201540759349300624,131967322,B,COUNTY OF ROCKLAND INDUSTRIAL DEVELOPMENT AGENCY,133051646,773557aj2,2005-06-30,9915000,PURCH RESIDENCE HALL & OTHER,false,false,false
201540759349300624,131967322,C,COUNTY OF ROCKLAND INDUSTRIAL DEVELOPMENT AGENCY,133051646,773557ay9,2006-12-21,14740000,CONSTRUCTION OF RESIDENCE HALL,false,false,false
201520729349300602,610444708,A,CITY OF MIDWAY KENTUCKY,616001871,NONEAVAIL,2009-11-30,10500000,"REFUND PRIOR BONDS, CONSTRUCT CLASSROOM BUILDING, PURCHASE SOFTWARE SYSTEM",0,0,0
201510729349300421,530196549,A,District of Columbia,536001131,2548394P5,2008-10-15,60900000,See Part VI,false,false,false
201510729349300421,530196549,B,District of Columbia,536001131,25484JAH3,2006-08-16,99975000,See Part VI,false,false,false
201510729349300421,530196549,C,District of Columbia,536001131,25484JAG5,2003-04-03,37000000,See Part VI,false,false,false
201500729349301160,381945965,A,MICHIGAN HIGHER EDUCATION FACILITIES AUT,521285150,594519J68,2006-01-19,9170000,SEE PART IV,0,0,0
201500729349301160,381945965,B,MICHIGAN HIGHER EDUCATION FACILITIES AUT,521285150,594519R51,2008-08-07,12500000,SEE PART IV,0,0,0
201500729349301160,381945965,C,MICHIGAN FINANCE AUTHORITY,800596186,NONEAVAIL,2010-12-29,30000000,SEE PART IV,0,0,0
201500729349301160,381945965,D,MICHIGAN FINANCE AUTHORITY,800596186,NONEAVAIL,2012-07-26,12950000,SEE PART IV,0,0,0
201540769349300104,840402707,A,Colorado Educational and Cultural Facilities Authority,2011-03-10,30180000,Refinance bond debt,0,0,0
201540769349300104,840402707,B,COLORADO EDUCATIONAL AND CULTURAL FACILITIES,2011-12-06,29000000,CONSTRUCTION OF BUILDING AND BUILDING EXPANSION,0,0,0
201520759349300002,440589787,A,THE IND DEV AUTHORITY OF THE CITY OF SPRINGFIELD,521294326,2004-05-11,7000000,CONSTRUCTION OF CLASSROOMS BLDG,false,false,false
201520759349300002,440589787,B,THE IND DEV AUTHORITY OF THE CITY OF SPRINGFIELD,521294326,2012-04-30,3000000,"RENOVATIONS, REFUND PRIOR BONDS",false,false,false
201510789349300416,952789388,A,CA Muni Finance Authority,201569466,2011-04-21,18480000,Purchase land and building,false,false,false
201530869349300908,550394213,A,County Commission of Ohio County West Virginia,556009203,677318BD8,2006-12-05,11986149,Restructure Debt,0,0,0
201530869349300908,550394213,B,Ohio County West Virginia Building Commisssion,556009203,677309BK1,2006-12-05,1194600,Restructure Debt,0,0,0
201540899349300534,470376551,A,NEBRASKA EDUCATIONAL FINANCE AUTHORITY,521293953,63966PKC7,2003-05-07,6297928,CAPITAL IMPROVEMENTS,0,0,0
201540899349300534,470376551,B,NEBRASKA EDUCATIONAL FINANCE AUTHORITY,521293953,63966PNK6,2004-12-16,10337393,CAPITAL IMPROVEMENTS,0,0,0
201520829349300007,352158366,A,CITY OF GOSHEN INDIANA,356001045,383259BC1,2007-05-09,31800000,TO FINANCE CAPITAL PROJECTS AND REFUND PRIOR BOND ISSUES (5/29/02 AND 6/10/04),false,false,false
201500999349300615,340714681,A,OH HIGHER EDUC FACILITY COMMISSION,OHIO HIGHER EDUCATIONAL FACILITY,346849674,67756ASP8,2003-08-26,24564171,SEE PART V,false,false,false
201500999349300615,340714681,B,OH HIGHER EDUC FACILITY COMMISSION,OHIO HIGHER EDUCATIONAL FACILITY,346849674,67756BRU6,2006-03-16,39950999,SEE PART V,false,false,false
201540829349300124,340714777,A,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,2009-06-15,8000000,EDUCATIONAL FACILITIES,false,false,false
201520999349300802,420680332,A,IOWA HIGHER EDUCATION LOAN AUTHORITY,421235696,462460LJ3,2006-05-01,5750000,FINANCE CAMPUS IMPROVEMENTS AND ADVANCE REFUNDING,false,false
