object_id,ein,RltdOrgnztnNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdOrgTxblPrtnrshp_EIN,IdRltdOrgTxblPrtnrshp_PrmryActvtsTxt,IdRltdOrgTxblPrtnrshp_LglDmclSttCd,DrctCntrllngEnttyNm_BsnssNmLn1Txt,IdRltdOrgTxblPrtnrshp_PrdmnntIncmTxt,IdRltdOrgTxblPrtnrshp_ShrOfTtlIncmAmt,IdRltdOrgTxblPrtnrshp_ShrOfEOYAsstsAmt,IdRltdOrgTxblPrtnrshp_DsprprtntAllctnsInd,IdRltdOrgTxblPrtnrshp_GnrlOrMngngPrtnrInd,IdRltdOrgTxblPrtnrshp_OwnrshpPct
201930659349300838,520591694,WMC CONFERENCE CENTER LP,2 COLLEGE HILL,WESTMINSTER,MD,21157,521698697,HOTEL SERVICES,MD,N/A
201932279349300243,042767880,HALLMARK HEALTH INVESTMENTS LLC,170 GOVERNORS AVENUE,MEDFORD,MA,02155,020657666,INVESTMENT,MA,MELROSEWAKEFIELD HEALTHCARE INC,EXCLUDED,8379721,137071776,0,0,0.78080
201932279349300243,042767880,MONTVALE PETCT LLC,100 BAYVIEW CIRCLE SUITE 400,NEWPORT BEACH,CA,92660,270325022,CAT SCAN,CA,MELROSEWAKEFIELD HEALTHCARE INC,RELATED,174100,103868,0,0,0.50000
201932279349300243,042767880,CIRCLE HEALTH ALLIANCE LLC,295 VARNUM AVE,LOWELL,MA,01854,800782682,ACCOUNTABLE CARE ORGANIZATION,MA,CIRCLE HEALTH INC,RELATED,0,0
201932279349300243,042767880,SHIELDS-TUFTS MEDICAL CENTER IMAGING MANAGEMENT LLC,800 WASHINGTON STREET,BOSTON,MA,02111,320558307,MEDICAL SERVICES (MRI),MA,TUFTS MEDICAL CENTER INC,RELATED,0,0
201932279349300243,042767880,MEDFORD LAWRENCE REAL ESTATE LLC,55 CHRISTYS DRIVE,BROCKTON,MA,02301,320553759,MEDICAL OFFICE BUILDING,MA,MELROSEWAKEFIELD HEALTHCARE INC,RELATED,0,0,0.55000
201942279349302714,141338471,ONECARE VT ACCOUNTABLE CARE,111 COLCHESTER AVE,BURLINGTON,VT,05401,455399218,ACCOUNTABLE CARE,VT,N/A,RELATED,0,0
201942279349302714,141338471,ADIRONDACK ACO LLC,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,462840926,ACCOUNTABLE CARE,NY,N/A,NA,0,0
201942279349302714,141338471,YANKEE MEDICAL INC,276 NORTH AVENUE,BURLINGTON,VT,05401,030225363,HOME MEDICAL EQUIPMENT,VT,UVMHN,0,0
201942249349300934,951643307,VARAGON FUND I LP,301 COMMERCE STREET SUITE 2040,FORT WORTH,TX,76102,811640281,INVESTMENTS,TX,CALTECH,RELATED,7273042,173416980,false,3488966,false,0.59128
201902269349300130,621599670,BAPTIST-DESOTO SURGERY CENTER,310 SEVEN SPRINGS WAY SUITE 500,BRENTWOOD,TN,37027,200804946,AMBULATORY SURGERY,MS,N/A
201902269349300130,621599670,BAPTIST-EAST MEMPHIS SURGERY CENTER,80 HUMPHREYS CENTER STE 101,MEMPHIS,TN,38120,621846584,AMBULATORY SURGERY,TN,N/A
201902269349300130,621599670,BAPTIST-GERMANTOWN SURGERY CENTER LP,310 SEVEN SPRINGS WAY SUITE 500,BRENTWOOD,TN,37027,621829424,AMBULATORY SURGERY,TN,N/A
201902269349300130,621599670,BAPTIST MEMORIAL REHABILITATION HOSPITAL GP,680 FOURTH STREET,LOUISVILLE,KY,40202,461613457,REHABILITATION SERVICES,TN,N/A
201902269349300130,621599670,BAPTIST N MS IMAGING SERVICES LLC,504 AZALEA DR,OXFORD,MS,38655,262641267,DIAGNOSTIC SERVICES,MS,N/A
201902269349300130,621599670,BAPTIST OUTPATIENT IMAGING LLC,1107 HIGHLAND COLONY PKWY STE 209,RIDGELAND,MS,39157,452968057,DIAGNOSTIC SERVICES,MS,N/A
201902269349300130,621599670,BAPTIST & PHYSICIANS OUTPATIENT SURGERY CENTER OF N MS,310 SEVEN SPRINGS WAY SUITE 500,BRENTWOOD,TN,37027,640925692,AMBULATORY SURGERY,MS,N/A
201902269349300130,621599670,BAPTIST STERN CARDIOVASCULAR CO-MANAGEMENT LLC,350 N HUMPHREYS BLVD,MEMPHIS,TN,38120,820605766,MEDICAL MANAGEMENT,TN,N/A
201902269349300130,621599670,BAPTIST - UCH INSTITUTE FOR PLASTIC AND RECONSTRUCTIVE SURGERY LLC,350 N HUMPHREYS BLVD,MEMPHIS,TN,38120,821046465,MEDICAL MANAGEMENT,TN,N/A
201902269349300130,621599670,BRAIN AND SPINE NETWORK BAPTIST SEMMES-MURPHEY LLC,350 N HUMPHREYS BLVD,MEMPHIS,TN,38120,475240436,MEDICAL MANAGEMENT,TN,N/A
201902269349300130,621599670,CANCER CARE CENTER OF UNION CITY LP,322 HOSPITAL BLVD,JACKSON,TN,38305,263425045,CANCER CARE SERVICES,TN,N/A
201902269349300130,621599670,EAST MEMPHIS UROLOGY CENTER LP,310 SEVEN SPRINGS WAY SUITE 500,BRENTWOOD,TN,37027,621810940,AMBULATORY UROLOGICAL SERVICES,TN,N/A
201902269349300130,621599670,MAYS & SCHNAPP PAIN CENTER,55 HUMPHREYS CENTER STE 200,MEMPHIS,TN,38120,621512849,PAIN MANAGEMENT SERVICES,TN,N/A
201902269349300130,621599670,NORTHWEST TN SURGERY CENTER LLC,1722 E REELFOOT,UNION CITY,TN,38261,621685508,AMBULATORY SURGERY,TN,N/A
201902269349300130,621599670,PRIMARY CARE PROPERTIES II,2859 VAN LEER DR,MEMPHIS,TN,38133,621774052,MEDICAL OFFICE BUILDING,TN,N/A
201902269349300130,621599670,WEST TENNESSEE IMAGING LLC,840 CRESCENT CENTRE DR SUITE 200,FRANKLIN,TN,37067,901022012,MEDICAL SERVICES,TN,N/A
201902269349300130,621599670,DOWNTOWN FITNESS LLC,100 EAST CAPITOL STREET SUITE 107,JACKSON,MS,39201,611852202,FITNESS CENTER,MS,N/A
201932269349301898,010238552,MaineHealth Accountable Care Organization,110 Free Street,Portland,ME,04101,452929273,Accountable Care Organization,ME,Maine Medical Center,Related,569432,5070187,0,1,0.53410
201932269349301898,010238552,GSM Realty LLC,22 Bramhall Street,Portland,ME,04102,204582952,Real Estate,ME,Southern Maine Healthcare,Related,183722,0,0,0.33330
201902279349302635,550357050,TRI STATE MRI,2900 FIRST AVE,HTGN,WV,25702,550669726,MEDICAL SERVI,WV,N/A,Related,-57480,-18605,false,true,0.50000
201902279349302635,550357050,CLAIRE FRANCES,200 MALL RD,ASHLAND,KY,41101,311517507,MEDICAL SERVI,KY,N/A,Related,114987,576713,false,false,0.25000
201902279349302635,550357050,HUNTINGTON AREA MRI,2900 FIRST AVE,HTGN,WV,25702,261877332,MEDICAL SERVI,WV,N/A,Related,248878,163025,false,true,0.49000
201902279349302635,550357050,IRONTON MED CAMPUS,1408 CAMPBELL DR,IRONTON,OH,45638,471141289,REAL ESTATE,OH,N/A,Related,180007,7931890,false,false,0.65000
201902279349302635,550357050,IRONTON MED CAMPUS,1408 CAMPBELL DR,IRONTON,OH,45638,471637912,REAL ESTATE,OH,N/A,Related,205026,1938223,false,false,0.65000
201902279349302635,550357050,THREE GABLES SURGERY,5897 ST RTE 7,PROCTORVILLE,OH,45669,870648900,OUTPATIENT CA,OH,N/A,Related,-53050,6258178,false,true,0.52340
201902279349302635,550357050,TRI-STATE MPSLLC,2900 FIRST AVE,HTGN,WV,25702,824513003,BILLINGS/COLLECT,WV,NA,RELATED,-20748,68867,false,false,0.60000
201922599349301132,010211534,Meridian Mobile Health LLC,43 Whiting Hill Road,Brewer,ME,04412,010512673,Ambulance,ME,AHS,false,false
201922599349301132,010211534,M Drug LLC,43 Whiting Hill Road,Brewer,ME,04412,272175482,Pharmacy,ME,AHS,false,false
201922599349301132,010211534,Alliance Healthcare Documentation LLC,43 Whiting Hill Road,Brewer,ME,04412,462751855,Transcription,ME,AHS,false,false
201922279349302592,042103612,BETH ISRAEL DEACONESS PHYS ORG LLC DBA BIDCO,ONE UNIVERSITY AVE NORTH ENTRANCE,WESTWOOD,MA,02090,043426253,"COORDINATED, SAFE AND COST EFFECTIVE PATIENT CARE AT BIDMC",MA,N/A
201922279349302592,042103612,BIDCO PHYSICIAN LLC,ONE UNIVERSITY AVE NORTH ENTRANCE,WESTWOOD,MA,02090,461589743,"COORDINATED, SAFE AND COST EFFECTIVE PATIENT CARE AT BIDMC",MA,N/A
201922279349302592,042103612,BIDCO HOSPITAL LLC,ONE UNIVERSITY AVE NORTH ENTRANCE,WESTWOOD,MA,02090,461643790,"COORDINATED, SAFE AND COST EFFECTIVE PATIENT CARE AT BIDMC",MA,N/A
201922279349302592,042103612,CAREGROUP CLINICAL RESEARCH LLC,109 BROOKLINE AVENUE,BOSTON,MA,02215,300228711,TO PARTICIPATE IN A CLINICAL RESEARCH PARTNERSHIP,MA,N/A
201922279349302592,042103612,CAREGROUP INVESTMENT PARTNERSHIP LLP,109 BROOKLINE AVENUE,BOSTON,MA,02215,043278109,INVESTMENT PARTNERSHIP,MA,BETH ISRAEL DEACONESS MEDICAL CENTER,EXCLUDED,1435210,40081368,0,52500,0,0.03920
201922279349302592,042103612,PHYSICIAN PROFESSIONAL SERVICES LLP,10 CABOT ROAD,MEDFORD,MA,02215,043275078,TO PROVIDE MEDICAL BILLING SERVICES,MA,N/A
201922279349302592,042103612,NEW ENGLAND BAPTIST ORTHOPEDIC NETWORK LLC,125 PARKER HILL AVE,BOSTON,MA,02120,465120176,TO PROVIDE ORTHOPEDIC MEDICAL SERVICES,MA,N/A
201922279349302592,042103612,DEDHAM MEDICAL URGENT CARE CENTER AFFILIATED WITH BIDMC LLC,275 GROVE STREET STE 3-300,NEWTON,MA,02466,463745783,URGENT CARE CENTER FOR NON-LIFE THREATENING ILLNESSES & INJURIES,DE,N/A
201922279349302592,042103612,BCD HOSPITAL ENERGY COLLABORATIVE LLC,375 LONGWOOD AVE,BOSTON,MA,02215,821711826,LONG-TERM ENERGY SUPPLY PLANNING & ACQUISITION OF RELIABLE LOW-COST ENERGY,DE,N/A
201901139349300240,931139187,PNCA MASTER TENANT LLC,511 NW BROADWAY,PORTLAND,OR,97209,464232527,"HOLD, MAINTAIN, AND OPERATE PROPERTY",OR,PNCA MANAGER,EXCLUDED,0,0,0.01000
201901139349300240,931139187,PNCA HOLDINGS LLC,511 NW BROADWAY,PORTLAND,OR,97209,464223421,DEVELOP REAL AND BUSINESS PROPERTY,OR,PNCA MANAGER,EXCLUDED,0,0,0.80020
201813199349315401,440545297,MEDICAL PLAZA PARTNERS LP,4320 WORNALL ROAD STE 714,KANSAS CITY,MO,64111,431357824,OWN & OPERATE MEDICAL OFFICE BUILDING,MO,ST LUKES HOSPITAL OF KANSAS CITY,Related,791916,7629748,false,false,0.2743
201813199349315401,440545297,ST LUKES SURGICENTER-LEES SUMMIT LLC,11221 ROE AVE STE 230,OVERLAND PARK,KS,66211,470853481,HEALTH CARE,MO,N/A
201813199349315401,440545297,SAINT LUKES SOUTH SURGERY CENTER LLC,11221 ROE AVE STE 230,OVERLAND PARK,KS,66211,201721929,HEALTH CARE,KS,N/A
201813199349315401,440545297,SAINT LUKES-GI DIAGNOSTICS,4321 WASHINGTON STE 5700,KANSAS CITY,MO,64111,274142549,HEALTH CARE,MO,ST LUKES HOSPITAL OF KANSAS CITY,Related,45809,175418,false,0,false,0.51
201813199349315401,440545297,KANSAS CITY ORTHOPAEDIC INSTITUTE LLC,3651 COLLEGE BLVD,LEAWOOD,KS,66211,481197295,HEALTH CARE,KS,ST LUKES HOSPITAL OF KANSAS CITY,Related,8548384,13756317,false,false,0.51
201813199349315401,440545297,SAINT LUKES RADIATION THERAPY-LIBERTY LLC,901 E 104TH ST,KANSAS CITY,MO,64131,473793070,HEALTH CARE,MO,ST LUKES HOSPITAL OF KANSAS CITY,Related,1134922,5019446,false,0,false,0.51
201813199349315401,440545297,THP-SAINT LUKES VENTURES LLC,1415 LOUISIANA ST 27TH FLR,HOUSTON,TX,77002,811243747,HEALTH CARE,DE,N/A
201823169349302942,208091013,TTY LLC,4021 SOUTH 700 EAST SUITE 400,SALT LAKE CITY,UT,84107,383937115,CAREER TRAINING ORGANIZATION,AZ,CENTER FOR EXCELLENCE IN HIGHER EDUCATION INC,RELATED,-493911,950227,0,1,0.51000
201922889349302017,350892672,ROSE LLC,1100 REID PARKWAY,RICHMOND,IN,47374,202844915,SURGERY CENTER,IN,RHHS,MEDICAL SVCS,2353206,1961400,false,false,0.55000
201941349349310144,520591667,Arundel Physicians Associates LLC,301 Hospital Drive,Glen Burnie,MD,20161,522000762,Healthcare,MD,apa inc
201941349349310144,520591667,Baltimore Washington Imaging LLC,301 Hospital Drive,Glen Burnie,MD,20161,200806027,Healthcare,MD,umbwms
201941349349310144,520591667,Universitycare LLC,22 South Greene Street,Baltimore,MD,21201,521914892,Healthcare,MD,ummsc
201941349349310144,520591667,O'Dea Medical Arts Limited Partnership,7601 Osler Drive,Towson,MD,21204,521682964,Rental,MD,sjmc prop
201941349349310144,520591667,Advanced Imaging at St Joseph Medical C,7601 Osler Drive,Towson,MD,21204,521958002,Healthcare,MD,umsjmc
201941349349310144,520591667,UM charles regional imaging,PO Box 1070,LaPlata,MD,20646,300956382,Healthcare,MD,umcrcp
201941349349310144,520591667,Baltimore ASC Ventures LLC,7620 York Road,Towson,MD,21204,824133899,Healthcare,DE,UMSJMC
201911359349300331,362170866,INGALLS SAME DAY SURGERY CTR,6701 W 159TH ST,TINLEY PARK,IL,60477,363368549,SURGERY CENTER,IL,NA
201911359349311616,042103547,EUSA LLP,1A QUEENSBERRY PLACE,LONDON,UK,SW7 2DL,Education,UK,BU EUREUSA UK,921047,1074988,false,0,false,1.00000
201911359349311616,042103547,LVPU LP,10000 Memorial Drive Suite 550,Houston,TX,77024,471582760,Investments,TX,BU Trustees,913541,39012323,false,-1393584,false,1.00000
201911359349311381,540505990,HAMPTON CENTRE ASSOCIATES LLP,222 CENTRAL PARK AVENUE STE 2100,VIRGINIA BEACH,VA,23462,541401504,COMMERICAL RENTAL REAL ESTATE,VA,ATLANTIC REAL ESTATE LLC (SMLLC OF HU),INVESTMENT,33382,20750876,0,1,0.96740
201911359349311381,540505990,27TH STREET HOTEL ASSOCIATES LLC,222 CENTRAL PARK AVENUE STE 2100,VIRGINIA BEACH,VA,23462,464270584,COMMERCIAL RENTAL REAL ESTATE,VA,HAMPTON UNIVERSITY,INVESTMENT,1366250,4335042,0,0,0.70400
201901269349300335,240795445,MSP CO-INVESTPARTN V-A LP,440 S LASALLE ST,CHICAGO,IL,60605,205095093,INVESTMENT,DE,LEHIGH UNIV,UNRELATED,-8503,false,-63,false,0.99079
201931349349309638,042103558,Alchemy Plan (Crusader) LP,TRAFALGAR COURT,LES BANQUES,GK,GY1 3QL,900401997,Investing,GK,NA,567434,779393,true,0,false,0.99500
201933169349301648,540506331,MANAGEMENT SERVICES LLC,814 GREENBRIER CIRCLE,CHESAPEAKE,VA,23320,541365012,HLTH MGT SV,VA,N/A
201933169349301648,540506331,OBICI REAL ESTATE HOLDINGS LLC,6015 POPLAR HALL DRIVE,NORFOLK,VA,23502,261749881,RE RENTAL,VA,N/A
201933169349301648,540506331,PRINCESS ANNE AMB SURG MGT LLC,1975 GLENN MITCHELL STE 300,VA BEACH,VA,23456,204920880,HEALTH CARE,VA,N/A
201933169349301648,540506331,VA BEACH AMBULATORY SURGERY CENTER,1700 WILL O WISP DRIVE,VA BEACH,VA,23454,541448218,HEALTH CARE,VA,N/A
201933169349301648,540506331,CANCER CENTERS OF VA LLC,5900 LAKE WRIGHT DRIVE,NORFOLK,VA,23502,201338518,HEALTH CARE,VA,N/A
201933169349301648,540506331,HAMPTON ROADS LITHOTRIPSY LLC,225 CLEARFIELD AVE,VIRGINIA BEACH,VA,23462,200942600,HEALTH CARE,VA,N/A
201933169349301648,540506331,RADIOLOGY SERVICES OF HAMPTON ROADS LC,814 GREENBRIER CIRCLE STE L,CHESAPEAKE,VA,23320,541774472,HEALTH CARE,VA,N/A
201933169349301648,540506331,SENTARA OBICI AMBULATORY SURGERY LLC,2750 GODWIN BLVD,SUFFOLK,VA,23434,260144898,HEALTH CARE,VA,N/A
201933169349301648,540506331,ST LUKES PROPERTIES LLC,6015 POPLAR HALL DRIVE,NORFOLK,VA,23502,272774684,MOB RENTAL,VA,N/A
201933169349301648,540506331,POTOMAC INOVA HEALTHCARE ALLIANCE LLC,8110 GATEHOUSE RD STE 400W,FALLS CHURCH,VA,22042,541802733,HEALTHCARE,VA,N/A
201933169349301648,540506331,ORTHOPAEDIC HOSPITAL MANAGEMENT LLC,3000 COLISEUM DRIVE,HAMPTON,VA,23666,274185117,MGT SVCS,VA,N/A
201933169349301648,540506331,CAREPLEX ORTHOPAEDIC ASC LLC,3000 COLISEUM DRIVE,HAMPTON,VA,23666,271867311,HEALTH CARE,VA,N/A
201933169349301648,540506331,PHYSICAL THERAPY ACACLLC,501 ALBEMARLE SQUARE,CHARLOTTESVILLE,VA,22901,260080717,HEALTH CARE,VA,N/A
201933169349301648,540506331,MNS SUPPLY CHAIN NETWORK LLC,11525 N COMMUNITY HOUSE RD STE 450,CHARLOTTE,NC,28277,454235238,GPO,DE,N/A
201933169349301648,540506331,LAKE RIDGE AMBULATORY SURGERY CENTER LLC,12825 MINNIEVILLE RD STE 204,WOODBRIDGE,VA,22192,455347932,HEALTH CARE,VA,N/A
201933169349301648,540506331,ALETA HEALTH LLC,2300 OPITZ BLVD,WOODBRIDGE,VA,22191,465661314,MSO,DE,N/A
201933169349301648,540506331,OPACC I LLC,18000 W SARAH LANE SUITE 250,BROOKFIELD,WI,53045,392021431,RE RENTAL,WI,N/A
201933169349301648,540506331,MEDSTREAMING LLC,9840 WILLOWS ROAD NE SUITE 200,REDMOND,WA,98052,451573625,SOFTWARE DEV,WA,N/A
201933169349301648,540506331,HIGHLAND CORE FIXED INCOME FUND,C/O GTC 12 GILL ST SUITE 2600,WOBURN,MA,01801,474618533,POOLED INV FD,DE,N/A
201933169349301648,540506331,HIGHLAND EQUITY FUND,C/O GTC 12 GILL ST SUITE 2600,WOBURN,MA,01801,474606269,POOLED INV FD,DE,N/A
201933169349301648,540506331,HIGHLAND PUBLIC INFLATION HEDGES FD,C/O GTC 12 GILL ST SUITE 2600,WOBURN,MA,01801,474601867,POOLED INV FD,DE,N/A
201933159349302223,310785684,NWO Integrated Laboratories Mercy LLC,2200 Jefferson Avenue,Toledo,OH,43624,341898285,Laboratory services,OH,NA,N/A
201933159349302223,310785684,Tiffin Ambulatory Surgical Associates,45 St Lawrence Drive,Tiffin,OH,44833,371567866,Ambulatory Surgery Center,OH,NA,N/A
201933159349302223,310785684,New Vision Medical Lab LLC,750 W High Street,Lima,OH,45801,341913433,Lab Services,OH,NA,N/A
201933159349302223,310785684,West Central Ohio Group Ltd,801 Medical Drive,Lima,OH,45804,341848147,Orthopedic Hospital,OH,NA,N/A
201933159349302223,310785684,West Central Ohio Regional Healthcare Alliance Ltd,2615 Fort Amanda Road,Lima,OH,45805,341817078,Healthcare quality,OH,NA,N/A
201933159349302223,310785684,Urologic Oncology of Mahoning Valley LLC,1044 Belmont Ave,Youngstown,OH,44501,262989686,Radiation Therapy,OH,NA,N/A
201933159349302223,310785684,OSC-HMHP LLC,6505 Market St Bldg B Ste 101,Boardman,OH,44512,010724836,Orthopedic Surgery Center,OH,NA,N/A
201933159349302223,310785684,Lourdes Ambulatory Surgery Center,225 Medical Center Drive,Paducah,KY,42003,205588350,Surgery Center,KY,NA,N/A
201933159349302223,310785684,Marshall County MRI LLC,615 Old Symsonia Road,Benton,KY,42025,610601267,MRI facility,KY,NA,N/A
201933159349302223,310785684,PREMIUM SURGERY CENTER LLC,5217 Maryland Way,SUITE 200,Brentwood,TN,37027,200400753,Surgery Center,TN,NA,N/A
201933159349302223,310785684,MERCY HEALTH INNOVATIONS LLC,1701 MERCY HEALTH PLACE,CINCINNATI,OH,45237,820639499,BUSINESS DEVELOPMENT,OH,NA,N/A
201933159349302223,310785684,MERCY FRANCISCAN AT WINTON WOODS I LP,10290 Mill Road,Cincinnati,OH,45231,311624311,Rental Real Estate,OH,NA,N/A
201933159349302223,310785684,Bon Secours Place at St Petersburg LLP,10300 Fourth Street North,St Petersburg,FL,33716,593589729,Assisted Living/Senior Care,FL,NA,N/A
201933159349302223,310785684,Bon Secours Apartments LP,1800 West Baltimore St,Baltimore,MD,21223,521952505,Low Income Housing,MD,NA,N/A
201933159349302223,310785684,Bon Secours Apartments II LP,1800 West Baltimore St,Baltimore,MD,21223,522063512,Low Income Housing,MD,NA,N/A
201933159349302223,310785684,Liberty Senior Housing LP,1800 West Baltimore St,Baltimore,MD,21223,522134447,Low Income Housing,MD,NA,N/A
201933159349302223,310785684,Bon Secours Apartments III LP,1800 West Baltimore St,Baltimore,MD,21223,522134444,Low Income Housing,MD,NA,N/A
201933159349302223,310785684,Bon Secours Smallwood Summit LP,26 North Fulton Ave,Baltimore,MD,21223,522280175,Low Income Housing,MD,NA,N/A
201933159349302223,310785684,Bon Secours Chesapeake Apartments LP,26 North Fulton Ave,Baltimore,MD,21223,200107034,Low Income Housing,MD,NA,N/A
201933159349302223,310785684,Bon Secours Shiloh LP,26 North Fulton Ave,Baltimore,MD,21223,203965243,Low Income Housing,MD,NA,N/A
201933159349302223,310785684,Bon Secours New Shiloh II Limited Partnership,26 North Fulton Ave,Baltimore,MD,21223,820655142,Low Income Housing,MD,NA,N/A
201933159349302223,310785684,Bon Secours Wayland LP,26 North Fulton Ave,Baltimore,MD,21223,270468688,Low Income Housing,MD,NA,N/A
201933159349302223,310785684,Bon Secours Gibbons Apartments LP,26 North Fulton Ave,Baltimore,MD,21223,472322323,Low Income Housing,MD,NA,N/A
201933159349302223,310785684,Upstate Surgery Center LLC,One St Francis Drive,Greenville,SC,29601,562186977,Ambulatory Surgery Center,SC,NA,N/A
201933159349302223,310785684,Broad64 Imaging LLC,8580 Magellan Parkway,Richmond,VA,23227,205886018,Imaging Services,VA,NA,N/A
201933159349302223,310785684,Richmond Radiation Oncology Center I LLC,8580 Magellan Parkway,Richmond,VA,23227,208444551,Radiation Oncology Services,VA,NA,N/A
201933159349302223,310785684,RI LP,8580 Magellan Parkway,Richmond,VA,23227,541708835,Imaging Services,VA,NA,N/A
201933159349302223,310785684,Bon Secours Benet House LP,26 North Fulton Ave,Baltimore,MD,21223,364765400,Low Income Housing,MD,NA,N/A
201933159349302223,310785684,Bon Secours Benet House LLC,26 North Fulton Ave,Baltimore,MD,21223,463055312,Low Income Housing,MD,NA,N/A
201933159349302223,310785684,Southeastern Health PartnersLLC,One St Francis Drive,Greenville,SC,29601,813264385,Coordinated Care,SC,NA,N/A
201933159349302223,310785684,Harbour View MOB 2 LLC,5818 Harbour View Blvd Suite A1,Suffolk,VA,23435,822484997,Real Estate,VA,NA,N/A
201933159349302223,310785684,Bon Secours Diagnostic Imaging LLC,10 S Academy Street Suite 300,Greenville,SC,29601,Outpatient Imaging Centers,SC,NA,N/A
201933159349302223,310785684,Memorial Ambulatory Surgery Center LLC,8580 Magellan Parkway,Richmond,VA,23227,593813233,Ambulatory Surgery Center,VA,NA,N/A
201933159349302223,310785684,Community Mercy Home Care Services of Springfield LLC,1700 Edison Drive,Milford,OH,45150,311746556,Home Care,OH,NA,N/A
201843199349301564,210662542,CRPT MGMT SVCS LLC,2 STONE HARBOR BLVD,CAPE MAY COURT HOUSE,NJ,08210,455462517,MANAGMENT SVCS.,NJ,NA
201901159349300130,050470320,MILL RESTORATION LLC,449 THAMES ST,NEWPORT,RI,02840,261134582,REAL ESTATE,RI,RESTORATION MANAGEMENT INC,EXCLUDED,3633,60681,1,0,0.01000
201901159349300130,050470320,RESTORATION LEASING LLC,449 THAMES ST,NEWPORT,RI,02840,261134383,REAL ESTATE,RI,EXCLUDED,647286,1221692,1,1,0.99900
201803189349310405,420680452,ADVANCED IMAGING CENTER LLC,615 VALLEY VIEW DRIVE,MOLINE,IL,61265,364356301,DIAGNOSTIC RADIOLOGY CENTER,IA,N/A
201803189349310405,420680452,ALLEN MEMORIAL HOSPITAL ORTHOPEDIC CO-MANAGEMENT CO LLC,1825 LOGAN AVE,WATERLOO,IA,50703,453237125,ORTHOPEDIC MANAGEMENT & ADMINISTRATIVE SERVICES,IA,N/A
201803189349310405,420680452,CENTRAL IOWA CARDIOVASCULAR CO-MANAGEMENT CO LLC,1200 PLEASANT ST,DES MOINES,IA,50309,273625869,CARDIOVASCULAR MANAGEMENT & ADMINISTRATIVE SERVICES,IA,CENTRAL IOWA HOSPITAL CORPORATION,RELATED,297536,66416,0,1,0.19880
201803189349310405,420680452,CENTRAL IOWA ONCOLOGY CO-MANAGEMENT COMPANY,1200 PLEASANT STREET,DES MOINES,IA,50309,453017991,ONCOLOGY MANAGEMENT & ADMINISTRATIVE SERVICES,IA,CENTRAL IOWA HOSPITAL CORPORATION,RELATED,218270,108515,0,1,0.20000
201803189349310405,420680452,CENTRAL IOWA PHYSIO LLC,4714 GETTYSBURG ROAD,MECHANICSBURG,PA,17055,364799633,PHYSICAL THERAPY SERVICES,IA,N/A
201803189349310405,420680452,CENTRAL IOWA SURGICAL SERVICES CO-MANAGEMENT CO LLC,1200 PLEASANT ST,DES MOINES,IA,50309,471608704,SURGICAL MANAGEMENT & ADMINISTRATIVE SERVICES,IA,CENTRAL IOWA HOSPITAL CORPORATION,RELATED,537990,78991,0,1,0.20000
201803189349310405,420680452,DUBUQUE ENDOSCOPY CENTER LC,1515 DELHI STREET SUITE 500,DUBUQUE,IA,52001,201597161,AMBULATORY SURGERY CENTER,IA,N/A
201803189349310405,420680452,FINLEY DEPT OF SURGERY CO-MGMT CO LLC,350 N GRANDVIEW AVE,DUBUQUE,IA,52001,422808785,SURGERY DEPARTMENT MANAGEMENT SERVICES,IA,N/A
201803189349310405,420680452,HEALTH CARE AFFILIATES OF THE TRI-STATES LLC,350 N GRANDVIEW AVE,DUBUQUE,IA,52001,421428503,PROVIDE ACCESS TO LICENSED SOFTWARE,IA,N/A
201803189349310405,420680452,IOWA DIAGNOSTIC IMAGING AND PROCEDURE CENTER LC,1200 PLEASANT STREET,DES MOINES,IA,50309,030482623,OUTPATIENT DIAGNOSTIC IMAGING,IA,CENTRAL IOWA HOSPITAL CORPORATION,RELATED,761537,3205803,0,1,0.50000
201803189349310405,420680452,IOWA HEALTH SYSTEM CONTRACTING SERVICES LC,1776 WEST LAKES PKWY 400,WEST DES MOINES,IA,50266,421511142,GROUP PURCHASING,IA,N/A
201803189349310405,420680452,LAKEVIEW SURGERY CENTER LC,1200 PLEASANT STREET,DES MOINES,IA,50309,421516120,SURGERY CENTER,IA,CENTRAL IOWA HOSPITAL CORPORATION,RELATED,4790641,2701494,0,1,0.50000
201803189349310405,420680452,MERITER UW PHYSICIANS CONTRACTING COMPANY LLC,202 SOUTH PARK STREET,MADISON,WI,53715,391998819,HEALTH SERVICES,WI,N/A
201803189349310405,420680452,MISSISSIPPI VALLEY SLEEP DISORDER CENTER LC,3400 DEXTER COURT,DAVENPORT,IA,52807,421489697,MEDICAL LABORATORY SERVICES,IA,N/A
201803189349310405,420680452,MMCI ORTHOPEDIC CO-MANAGEMENT COMPANY LLC,221 NE GLEN OAK AVE,PEORIA,IL,61636,461219459,ORTHOPEDIC MANAGEMENT & ADMINISTRATIVE SERVICES,IL,N/A
201803189349310405,420680452,MR ASSOCIATES LLP,1956 1ST AVENUE NE,CEDAR RAPIDS,IA,52402,421260463,OWN AND OPERATE MR UNIT,IA,N/A
