object_id,ein,BsnssNmLn1Txt,TrnsctnTxt,MthdOfAmntDtrmntnTxt
201922259349301202,060646554,YALE NEW HAVEN HEALTH SERVICES CORP,Q,9899760,TRANSACTION REVIEW
201922259349301202,060646554,YALE NEW HAVEN HEALTH SERVICES CORP,P,79875852,TRANSACTION REVIEW
201922259349301202,060646554,SOUTHERN CONNECTICUT HEALTH SYSTEM PROPERTIES INC,P,103787,TRANSACTION REVIEW
201922259349301202,060646554,BRIDGEPORT HOSPITAL AUXILIARY,C,163550,TRANSACTION REVIEW
201922259349301202,060646554,YALE NEW HAVEN HEALTH SERVICES CORP,S,348614,CASH
201922259349301202,060646554,YALE NEW HAVEN HEALTH SERVICES CORP,R,2528395,CASH
201922259349301202,060646554,LAWRENCE MEMORIAL HOSPITAL INC,R,500336,CASH
201912259349302266,362167060,NorthShore University HealthSystem Faculty Practice Associates,A,21419219,FMV
201912259349302266,362167060,NorthShore University HealthSystem Faculty Practice Associates,B,89626960,FMV
201912259349302266,362167060,NorthShore University HealthSystem Faculty Practice Associates,C,5956063,FMV
201912259349302266,362167060,Healthcare Foundation of Highland Park,C,4000000,FMV
201912259349302266,362167060,HPMOB Limited Partnership,K,629594,FMV
201912259349302266,362167060,NorthShore University HealthSystem Faculty Practice Associates,P,58445474,COST
201912259349302266,362167060,NorthShore University HealthSystem Faculty Practice Associates,Q,23593921,COST
201912259349302266,362167060,NorthShore Physician Associates Inc,Q,147435,COST
201912259349302266,362167060,Community Care Partners LLC,Q,106576,COST
201912259349302266,362167060,NorthShore University HealthSystem Faculty Practice Associates,R,426831988,FMV
201912259349302266,362167060,Radiation Medicine Institute,R,2981312,FMV
201912259349302266,362167060,NorthShore Physician Associates Inc,R,134482706,FMV
201912259349302266,362167060,NorthShore University HealthSystem Insurance International,R,2530958,FMV
201912259349302266,362167060,NorthShore University HealthSystem Faculty Practice Associates,S,448370162,FMV
201912259349302266,362167060,Radiation Medicine Institute,S,2957260,FMV
201912259349302266,362167060,HPMOB Limited Partnership,S,171020,FMV
201912259349302266,362167060,Ravine Way Surgery Center LLC,S,313500,FMV
201912259349302266,362167060,NorthShore Physician Associates Inc,S,99185838,FMV
201901359349311240,570314365,Benedict-Allen Community Development Corp,B
201902269349300845,061331677,ST VINCENT'S DEVELOPMENT INC,K,358356,FAIR MARKET VALUE
201902269349300845,061331677,ST VINCENT'S MEDICAL CENTER FOUNDATION INC,C,951738,FAIR MARKET VALUE
201922259349300417,060646652,BRIDGEPORT HOSPITAL,L,3033014,COMPARABLE MARKET VALUE
201922259349300417,060646652,BRIDGEPORT HOSPITAL,M,10709488,COMPARABLE MARKET VALUE
201922259349300417,060646652,BRIDGEPORT HOSPITAL,P,10056212,TRANSACTION REVIEW
201922259349300417,060646652,BRIDGEPORT HOSPITAL,Q,1243094,TRANSACTION REVIEW
201922259349300417,060646652,BRIDGEPORT HOSPITAL,S,1169093,CASH
201922259349300417,060646652,CENTURY FINANCIAL SERVICES INC,L,5683947,COMPARABLE MARKET VALUE
201922259349300417,060646652,CORPORATE PROFESSIONAL BUSINESS SERVICES INC,L,489901,COMPARABLE MARKET VALUE
201922259349300417,060646652,GREENWICH HOSPITAL,L,1682648,COMPARABLE MARKET VALUE
201922259349300417,060646652,GREENWICH HOSPITAL,M,600000,COMPARABLE MARKET VALUE
201922259349300417,060646652,GREENWICH HOSPITAL,P,187800,TRANSACTION REVIEW
201922259349300417,060646652,GREENWICH HOSPITAL,Q,1227548,TRANSACTION REVIEW
201922259349300417,060646652,GREENWICH HOSPITAL,S,724123,CASH
201922259349300417,060646652,LAWRENCE MEMORIAL HOSPITAL INC,L,2440176,COMPARABLE MARKET VALUE
201922259349300417,060646652,LAWRENCE MEMORIAL HOSPITAL INC,M,401000,COMPARABLE MARKET VALUE
201922259349300417,060646652,LAWRENCE MEMORIAL HOSPITAL INC,P,849559,TRANSACTION REVIEW
201922259349300417,060646652,LAWRENCE MEMORIAL HOSPITAL INC,Q,2259711,TRANSACTION REVIEW
201922259349300417,060646652,LAWRENCE MEMORIAL HOSPITAL INC,R,802846,CASH
201922259349300417,060646652,LAWRENCE MEMORIAL HOSPITAL INC,S,271921,CASH
201922259349300417,060646652,LMW HEALTHCARE INC,L,69197,COMPARABLE MARKET VALUE
201922259349300417,060646652,MEDICAL CENTER PHARMACY & HOME CARE CENTER INC,D,1690925,TRANSACTION REVIEW
201922259349300417,060646652,MEDICAL CENTER PHARMACY & HOME CARE CENTER INC,L,62174621,COMPARABLE MARKET VALUE
201922259349300417,060646652,MEDICAL CENTER PHARMACY & HOME CARE CENTER INC,P,671010,TRANSACTION REVIEW
201922259349300417,060646652,MEDICAL CENTER PHARMACY & HOME CARE CENTER INC,Q,151583563,TRANSACTION REVIEW
201922259349300417,060646652,MEDICAL CENTER PHARMACY & HOME CARE CENTER INC,R,88623271,CASH
201922259349300417,060646652,MEDICAL CENTER REALTY INC,P,283565,TRANSACTION REVIEW
201922259349300417,060646652,MEDICAL CENTER REALTY INC,R,50161,CASH
201922259349300417,060646652,NORTHEAST MEDICAL GROUP INC,L,14583448,COMPARABLE MARKET VALUE
201922259349300417,060646652,NORTHEAST MEDICAL GROUP INC,M,54375848,COMPARABLE MARKET VALUE
201922259349300417,060646652,NORTHEAST MEDICAL GROUP INC,O,1671487,TRANSACTION REVIEW
201922259349300417,060646652,NORTHEAST MEDICAL GROUP INC,P,29714378,TRANSACTION REVIEW
201922259349300417,060646652,NORTHEAST MEDICAL GROUP INC,Q,2784386,TRANSACTION REVIEW
201922259349300417,060646652,NORTHEAST MEDICAL GROUP INC,R,6479576,CASH
201922259349300417,060646652,YALE NEW HAVEN AMBULATORY SERVICES CORP,I,517774,COMPARABLE MARKET VALUE
201922259349300417,060646652,YALE NEW HAVEN AMBULATORY SERVICES CORP,L,192010,COMPARABLE MARKET VALUE
201922259349300417,060646652,YALE NEW HAVEN AMBULATORY SERVICES CORP,O,4822459,TRANSACTION REVIEW
201922259349300417,060646652,YALE NEW HAVEN AMBULATORY SERVICES CORP,Q,6581020,TRANSACTION REVIEW
201922259349300417,060646652,YALE NEW HAVEN AMBULATORY SERVICES CORP,R,1562345,CASH
201922259349300417,060646652,YALE NEW HAVEN CARE CONTINUUM CORP,L,5630119,COMPARABLE MARKET VALUE
201922259349300417,060646652,YALE NEW HAVEN CARE CONTINUUM CORP,M,2272906,COMPARABLE MARKET VALUE
201922259349300417,060646652,YALE NEW HAVEN CARE CONTINUUM CORP,P,1330763,TRANSACTION REVIEW
201922259349300417,060646652,YALE NEW HAVEN HEALTH SERVICES CORP,K,3495045,COMPARABLE MARKET VALUE
201922259349300417,060646652,YALE NEW HAVEN HEALTH SERVICES CORP,L,550990,COMPARABLE MARKET VALUE
201922259349300417,060646652,YALE NEW HAVEN HEALTH SERVICES CORP,M,285438876,COMPARABLE MARKET VALUE
201922259349300417,060646652,YALE NEW HAVEN HEALTH SERVICES CORP,O,317931,TRANSACTION REVIEW
201922259349300417,060646652,YALE NEW HAVEN HEALTH SERVICES CORP,P,233437043,TRANSACTION REVIEW
201922259349300417,060646652,YALE NEW HAVEN HEALTH SERVICES CORP,Q,29056683,TRANSACTION REVIEW
201922259349300417,060646652,YALE NEW HAVEN HEALTH SERVICES CORP,R,99493896,CASH
201922259349300417,060646652,YALE NEW HAVEN HEALTH SERVICES CORP,S,21789255,CASH
201912249349301961,730568096,TRACO ADVERTISING INC,P
201932259349300543,060646768,Hartford HealthCare Endowment LLC,S,50000000,FMV
201932259349300543,060646768,Hartford Hospital,M,1634064,FMV
201932259349300543,060646768,Hartford Hospital,O,434734,FMV
201932259349300543,060646768,Hartford Hospital,P,2744598,FMV
201932259349300543,060646768,Hartford Hospital,Q,191129,FMV
201932259349300543,060646768,Hartford Hospital,R,949762,FMV
201932259349300543,060646768,Hartford Hospital,S,5559231,FMV
201932259349300543,060646768,Midstate Medical Center,A,38165,FMV
201932259349300543,060646768,Midstate Medical Center,L,81728,FMV
201932259349300543,060646768,Midstate Medical Center,M,58400,FMV
201932259349300543,060646768,Midstate Medical Center,O,290720,FMV
201932259349300543,060646768,Midstate Medical Center,P,120787,FMV
201932259349300543,060646768,Midstate Medical Center,Q,163261,FMV
201932259349300543,060646768,Midstate Medical Center,R,543035,FMV
201932259349300543,060646768,Midstate Medical Center,S,232732,FMV
201932259349300543,060646768,MRI Of Farmington Ave,Q,199087,FMV
201932259349300543,060646768,New Britain MRI LP,A,305525,FMV
201932259349300543,060646768,New Britain MRI LP,M,2824294,FMV
201932259349300543,060646768,New Britain MRI LP,R,385533,FMV
201932259349300543,060646768,The William W Backus Hospital,Q,66168,FMV
201932259349300543,060646768,The William W Backus Hospital,S,876093,FMV
201932259349300543,060646768,Hartford HealthCare Medical Group Inc,A,238677,FMV
201932259349300543,060646768,Hartford HealthCare Medical Group Inc,M,5719163,FMV
201932259349300543,060646768,Hartford HealthCare Medical Group Inc,O,593777,FMV
201932259349300543,060646768,Hartford HealthCare Medical Group Inc,Q,148122,FMV
201932259349300543,060646768,Hartford HealthCare Medical Group Inc,R,254810,FMV
201932259349300543,060646768,Hartford HealthCare Medical Group Inc,S,6281014,FMV
201932259349300543,060646768,Hartford HealthCare Rehabilitation Network LLC,R,363118,FMV
201932259349300543,060646768,Hartford HealthCare Rehabilitation Network LLC,S,195319,FMV
201932259349300543,060646768,Hartford HealthCare at Home Inc,S,100383,FMV
201932259349300543,060646768,Southington Care Center,A,22800,FMV
201942289349300734,920021800,SEND INTERNATIONAL US,m,436199,FMV
201942289349300734,920021800,SEND INTERNATIONAL US,o,1069446,FMV
201942289349300734,920021800,SEND INTERNATIONAL OF CANADA,o,296532,FMV
201942289349300734,920021800,SEND INTERNATIONAL OF CANADA,p,151352,FMV
201932259349301218,060646966,Hartford Hospital,A,6759,FMV
201932259349301218,060646966,Hartford Hospital,M,733087,FMV
201932259349301218,060646966,Hartford Hospital,O,256377,FMV
201932259349301218,060646966,Hartford Hospital,P,1253458,FMV
201932259349301218,060646966,Hartford Hospital,R,66480,FMV
201932259349301218,060646966,Hartford Hospital,S,2002500,FMV
201932259349301218,060646966,Hartford HealthCare Medical Group Inc,A,566758,FMV
201932259349301218,060646966,Hartford HealthCare Medical Group Inc,M,646766,FMV
201932259349301218,060646966,Hartford HealthCare Medical Group Inc,O,649983,FMV
201932259349301218,060646966,Hartford HealthCare Medical Group Inc,Q,65307,FMV
201932259349301218,060646966,Hartford HealthCare Medical Group Inc,S,1011394,FMV
201932259349301218,060646966,Natchaug Hospital,M,82569,FMV
201932259349301218,060646966,Natchaug Hospital,S,422152,FMV
201932259349301218,060646966,The William W Backus Hospital,L,83249,FMV
201932259349301218,060646966,The William W Backus Hospital,M,189142,FMV
201932259349301218,060646966,the William W Backus Hospital,O,470234,FMV
201932259349301218,060646966,The William W Backus Hospital,R,133806,FMV
201932259349301218,060646966,The William W Backus Hospital,S,468576,FMV
201932259349301218,060646966,Hartford Healthcare Rehab Ntwk,R,124726,FMV
201932259349301218,060646966,Hartford Healthcare Rehab Ntwk,S,269820,FMV
201932259349301218,060646966,Hartford HealthCare at Home Inc,O,96539,FMV
201932259349301218,060646966,Hartford HealthCare at Home Inc,S,72501,FMV
201932259349301218,060646966,Windham Hospital Foundation,Q,162717,FMV
201833139349301403,540506331,SENTARA HOSPITALS,N,18667339,CORP BOOKS/REC
201833139349301403,540506331,SENTARA HOSPITALS,M,36191438,CORP BOOKS/REC
201833139349301403,540506331,SENTARA HOSPITALS,C,5561133,CORP BOOKS/REC
201833139349301403,540506331,MARTHA JEFFERSON HOSPITAL,C,1485902,CORP BOOKS/REC
201833139349301403,540506331,MARTHA JEFFERSON HOSPITAL,N,310921,CORP BOOKS/REC
201833139349301403,540506331,OPTIMA HEALTH PLAN,L,3689786,CORP BOOKS/REC
201833139349301403,540506331,OPTIMA HEALTH INSURANCE COMPANY,L,1941417,CORP BOOKS/REC
201833139349301403,540506331,SENTARA HEALTH PLANS,L,9769990,CORP BOOKS/REC
201833139349301403,540506331,SENTARA ENTERPRISES,C,225084,CORP BOOKS/REC
201833139349301403,540506331,SENTARA ENTERPRISES,M,330291,CORP BOOKS/REC
201833139349301403,540506331,VALLEY WELLNESS CENTER,C,192938,CORP BOOKS/REC
201833139349301403,540506331,SENTARA MEDICAL GROUP,B,35821359,CORP BOOKS/REC
201833139349301403,540506331,SENTARA MEDICAL GROUP,M,859803,CORP BOOKS/REC
201833139349301403,540506331,POTOMAC HOSPITAL CORPORATION OF PRINCE WILLIAM,B,142712,CORP BOOKS/REC
201902279349301575,953432210,CITY OF HOPE NATIONAL MEDICAL CENTER,P,42529051,FMV
201902279349301575,953432210,CITY OF HOPE NATIONAL MEDICAL CENTER,Q,14654331,FMV
201902279349301575,953432210,CITY OF HOPE NATIONAL MEDICAL CENTER,O,27477401,FMV
201902279349301575,953432210,CITY OF HOPE NATIONAL MEDICAL CENTER,M,34525183,FMV
201902279349301575,953432210,CITY OF HOPE NATIONAL MEDICAL CENTER,L,5824700,FMV
201902279349301575,953432210,CITY OF HOPE MEDICAL FOUNDATION,Q,68499,FMV
201932279349300243,042767880,HALLMARK HEALTH VISITING NURSE ASSOCIATION AND HOSPICE INC,J,164568,FAIR MARKET VALUE
201932279349300243,042767880,HALLMARK HEALTH MEDICAL ASSOCIATES INC,J,770406,FAIR MARKET VALUE
201932279349300243,042767880,HALLMARK HEALTH PROPERTIES INC,K,345801,FAIR MARKET VALUE
201932279349300243,042767880,MELROSEWAKEFIELD HEALTHCARE PARENT CORPORATION,K,1287612,FAIR MARKET VALUE
201932279349300243,042767880,HALLMARK HEALTH VISITING NURSE ASSOCIATION AND HOSPICE INC,L,244824,COST & TIME ALLOCATION
201932279349300243,042767880,MELROSEWAKEFIELD HEALTHCARE PARENT CORPORATION,L,686504,COST & TIME ALLOCATION
201932279349300243,042767880,HALLMARK HEALTH PROPERTIES INC,L,142560,COST & TIME ALLOCATION
201932279349300243,042767880,HALLMARK HEALTH MEDICAL ASSOCIATES INC,L,1303051,COST & TIME ALLOCATION
201932279349300243,042767880,MELROSEWAKEFIELD HEALTHCARE PARENT CORPORATION,M,5542942,COST & TIME ALLOCATION
201932279349300243,042767880,HALLMARK HEALTH MEDICAL ASSOCIATES INC,M,204553,COST & TIME ALLOCATION
201932279349300243,042767880,HALLMARK HEALTH PROPERTIES INC,R,165960,AUDITED BOOK VALUE
201932279349300243,042767880,HALLMARK HEALTH MEDICAL ASSOCIATES INC,R,22110887,AUDITED BOOK VALUE
201932279349300243,042767880,WELLFORCE INC,R,4798679,AUDITED BOOK VALUE
201932279349300243,042767880,HALLMARK HEALTH VISITING NURSE ASSOCIATION AND HOSPICE INC,L,58152,COST & TIME ALLOCATION
201932279349300243,042767880,HALLMARK HEALTH PROPERTIES INC,E,137444,AUDITED BOOK VALUE
201932279349300243,042767880,MELROSEWAKEFIELD HEALTHCARE PARENT CORPORATION,D,592285,AUDITED BOOK VALUE
201932279349300243,042767880,HALLMARK HEALTH MEDICAL ASSOCIATES INC,D,1554485,AUDITED BOOK VALUE
201932279349300243,042767880,HALLMARK HEALTH VISITING NURSE ASSOCIATION AND HOSPICE INC,D,200085,AUDITED BOOK VALUE
201932279349300243,042767880,TUFTS MEDICAL CENTER INDEMNITY CO LTD,D,5472072,AUDITED BOOK VALUE
201932279349300243,042767880,LM LONG TERM CARE CORPORATION,E,2899796,AUDITED BOOK VALUE
201932279349300243,042767880,SAVIN LONG TERM CARE CORPORATION,E,1406130,AUDITED BOOK VALUE
201932279349300243,042767880,TUFTS MEDICAL CENTER PHYSICIANS ORG,E,72229,AUDITED BOOK VALUE
201932279349300243,042767880,CIRCLE HEALTH INC,E,237440,AUDITED BOOK VALUE
201932279349300243,042767880,WELLFORCE INC,E,281539,AUDITED BOOK VALUE
201942279349302714,141338471,THE UNIVERSITY OF VERMONT MEDICAL CENTER INC,Q,1145343,FMV
201942279349302714,141338471,UVMMG,O,9738727,FMV
201833389349300933,840442429,CCU Endowment Foundation,C,219671,FMV-Cash
201833389349300933,840442429,CCU Endowment Foundation,D,126931,FMV-Book Value
201942249349300934,951643307,VARAGON FUND I LP,R,20497970,FMV
201942249349300934,951643307,VARAGON FUND I LP,S,9122068,FMV
201813179349307921,850164940,USW FOUNDATION,C,238593,4% OF FOUR YR INVST RETUR
201902269349300130,621599670,BAPTIST MEMORIAL HEALTH CARE FOUNDATION INC,C,196355,CASH
201902269349300130,621599670,BAPTIST MEMORIAL HEALTH CARE CORPORATION,D,1416984,CASH
201902269349300130,621599670,BAPTIST MEMORIAL HOSPITAL,Q,4320695,CASH
201902269349300130,621599670,BAPTIST MEMORIAL HOSPITAL,R,1651701,CASH
201902269349300130,621599670,BAPTIST MEMORIAL MEDICAL MINISTRIES EMPLOYEE HEALTH AND WELFARE TRUST,R,1263528,CASH
201902269349300130,621599670,BAPTIST MEMORIAL HEALTH CARE FOUNDATION INC,S,738981,CASH
201911989349301166,850365964,INST OF AMERICAN INDIAN ARTS TRUST,C
201911989349301166,850365964,INST OF AMERICAN INDIAN ARTS TRUST,e
201823349349300717,560657294,METHODIST UNIVERSITY DEVELOPMENT CORP,A,22687,FMV CASH
201823349349300717,560657294,METHODIST UNIVERSITY DEVELOPMENT CORP,J,153696,FMV CASH
201823349349300717,560657294,METHODIST UNIVERSITY DEVELOPMENT CORP,K,186000,FMV CASH
201823349349300717,560657294,DE MINIMIS,O,0,FMV CASH
201823349349300717,560657294,DE MINIMIS,O,0,FMV CASH
201902219349300120,440577118,SKAGGS COMM HOSP ASSOC DBA COX MED CTR BRNSN,A/J,3967,COST
201902219349300120,440577118,COXHEALTH FOUNDATION,C,614526,COST
201902219349300120,440577118,COX COLLEGE,K,526979,COST
201902219349300120,440577118,COX-MONETT HOSPITAL INC,K,69208,COST
201902219349300120,440577118,MEDICAL DEVELOPMENTS INC,K,179995,COST
201902219349300120,440577118,COX HPS OF THE OZARKS INC,K,220920,COST
201902219349300120,440577118,SKAGGS COMM HOSP ASSOC DBA COX MED CTR BRNSN,P,4136652,COST
201902219349300120,440577118,COX-MONETT HOSPITAL INC,P,1850047,COST
201902219349300120,440577118,COX HPS OF THE OZARKS INC,P,662944,COST
201902219349300120,440577118,COXHEALTH SYSTEMS HMO INC,P,3282881,COST
201902219349300120,440577118,COXHEALTH,P,161199782,COST
201902219349300120,440577118,COX HPS OF THE OZARKS INC,Q,2954422,COST
201902219349300120,440577118,HEALTHCARE SERVICES OF THE OZARKS INC,Q,1013982,COST
201902219349300120,440577118,COXHEALTH SYSTEMS HMO INC,Q,14335920,COST
201902219349300120,440577118,COX MEDICAL GROUP,Q,343547,COST
201902219349300120,440577118,FERRELL-DUNCAN CLINIC INC,Q,3241246,COST
201902219349300120,440577118,COXHEALTH,Q,171727121,COST
201902219349300120,440577118,SKAGGS COMM HOSP ASSOC DBA MED CTR BRNSN,Q,79197864,COST
201902219349300120,440577118,COX COLLEGE,Q,9659645,COST
201902219349300120,440577118,COX-MONETT HOSPITAL INC,Q,21293277,COST
201902219349300120,440577118,MEDICAL DEVELOPMENTS INC,Q,2468659,COST
201902219349300120,440577118,SKAGGS COMM HOSP ASSOC DBA MED CTR BRNSN,R,551720,COST
201902219349300120,440577118,COX-MONETT HOSPITAL INC,R,126380,COST
201902219349300120,440577118,MEDICAL DEVELOPMENTS INC,R,716970,COST
201902219349300120,440577118,COXHEALTH,R,520176,COST
201902219349300120,440577118,SKAGGS COMM HOSP ASSOC DBA MED CTR BRNSN,S,81393,COST
201902219349300120,440577118,MEDICAL DEVELOPMENTS INC,S,6864178,COST
201932269349301898,010238552,Maine Medical Partners,J,49909968,Fair Market Value
201932269349301898,010238552,Maine Medical Partners,O,139241976,Fair Market Value
201932269349301898,010238552,Maine Medical Partners,P,24530069,Fair Market Value
201932269349301898,010238552,Maine Medical Partners,Q,39600296,Fair Market Value
201932269349301898,010238552,Maine Medical Partners,R,184911578,Fair Market Value
