object_id,ein,Dsc,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201932959349301018,850474926,TUITION AND FEES,49360,49360
201932959349301018,850474926,MISCELLANEOUS,111,111
202011369349303671,020222182,STUDENT TUITION & FEES,611710,83275456,83275456,0,0
202011369349303671,020222182,STUDENT ROOM & BOARD,611710,28198699,28198699,0,0
202011369349303671,020222182,STUDENT AUXILIARY REVENUE,900099,2964975,2964975,0,0
202011369349303706,141338580,TUITION & FEES,611710,119564502,119564502
202011369349303706,141338580,AUXILIARY ENTERPRISE,713990,27339164,27339164
202011369349303706,141338580,ATHLETICS,713990,413067,413067
202011369349303706,141338580,BOOKSTORE,611710,18000,18000
202011369349303706,141338580,AUXILIARY ICE RINK,713990,25991,25991
202021049349300412,237223216,UNDERGRADUATE TUITION AND FEES,611600,77625015,77625015
202021049349300412,237223216,AUXILIARY ENTERPRISES,611710,17621363,17621363
202021049349300412,237223216,GRADUATE TUITION AND FEES,611600,7507540,7507540
202021049349300412,237223216,OTHER EDUCATION PROGRAMS,611600,1630798,1630798
202000639349301750,237067667,SERVICES,611710,70225,70225
202000639349301750,237067667,TUITION & FEES,611600,3444694,3444694
202001649349301100,830686168,TUITION AND FEES,900099,79452588,79452588
202001649349301100,830686168,DORM AND HOUSING,721000,1633898,1633898
202001649349301100,830686168,ADMINISTRATIVE FEE AND INCOME,900099,353907,353907
202001649349301100,830686168,BOOKSTORE INCOME,451211,253999,253999
202001649349301100,830686168,FOOD SERVICE,722100,100849,100849
202040849349300734,410695524,Tuition and Fees,611310,100274671,100274671,0,0
202040849349300734,410695524,Residence Halls,611310,13504562,13344374,160188,0
202040849349300734,410695524,Dining Service,611310,7727260,6901749,825511,0
202040849349300734,410695524,Book Mark,611310,1778120,1778120,0,0
202040849349300734,410695524,Athletic Facilities,611310,597627,561453,36174,0
202031929349302573,041591060,TUITION AND FEES,900099,22209353,22209353
202031929349302573,041591060,RESEARCH GRANTS,900099,1047266,1047266
202031929349302573,041591060,INTERNATIONAL STUDIES,900099,57249,57249
202021899349300727,042103558,Tuition and fees,611600,164378665,164378665
202021899349300727,042103558,Room and board,611710,37957189,37957189
202021899349300727,042103558,Sales of auxilliary services,722320,5739182,4098006,1641176
202021899349300727,042103558,Athletics,611710,2466387,2466387
202021899349300727,042103558,Grant and student aid revenue,611710,2106821,2106821
202021959349301602,060766747,Graduate Tuition,611430,1145150,1145150
202021959349301617,560529999,Student Tuition & Fees,611710,180404412,180404412,0,0
202021959349301617,560529999,Residence Hall Fees,721310,44667354,44667354,0,0
202021959349301617,560529999,Cafeteria/Meals,722210,30414220,30414220,0,0
202021959349301617,560529999,Intercollegiate Athletics,611710,402864,402864,0,0
202021959349301617,560529999,Bookstore,611710,288256,288256,0,0
202030459349301228,382333042,EDUCATIONAL SERVICES,611600,4594625,4594625
201943469349300829,911838771,Lease Income,531120,833600,833600,0,0
201923169349300507,541370198,OTHER STUDENT INCOME
201923169349300507,541370198,STUDENT TUITION/FEES,3091674,3091674
201923169349303357,136192377,TUITION and fees,28463329,28463329
202030289349301768,420681046,TUITION & FEES,611600,40681881,40681881
202030289349301768,420681046,AUXILARY SERVICE,611710,5265121,5265121
202030289349301768,420681046,MISCELLANEOUS,611710,613673,613673
202030289349301768,420681046,FEES & ASSESSMENTS,611710,237743,237743
202030289349301768,420681046,STUDENT FEES,611710,42024,42024
202031479349300958,050258956,TUITION/ROOM/BOARD,900099,157425517,157425517
202031479349300958,050258956,BOOK/SUPPLY STORE,451211,3745097,3745097
202031479349300958,050258956,MUSEUM,900099,648432,648432
202020519349301607,060943492,Tuition and related fees,111000,1455375
202010209349300716,750851900,TUITION AND FEES,611710,142261936,142261936
202010209349300716,750851900,AUXILIARY ENTERPRISES,611710,19673135,19673135
202010209349300716,750851900,EDUCATION SERVICES,611710,3507283,3507283
201903509349300530,350845258,TUITION & FEES,611710,79115475,79115475
201903509349300530,350845258,RESIDENCE HALLS,611710,6276304,6276304
201903509349300530,350845258,MISCELLANEOUS,611710,538440,422549,115891
202041489349300644,237424429,STUDENT TUITION & FEES,611710,24536119,24536119
202041489349300644,237424429,AFTER SCHOOL PROGRAM,611710,730155,730155
202041489349300644,237424429,CAFETERIA INCOME,611710,655028,655028
202041489349300644,237424429,SUMMER PROGRAM,611710,471823,471823
202041489349300644,237424429,ANCILLARY PROGRAMS,611710,22624,22624
202001969349303715,440556862,STUDENT TUITION FEES,611710,30503127,30503127
202001969349303715,440556862,ROOM AND BOARD,611710,12122492,12122492
202001969349303715,440556862,CAMPUS INDUSTRIES,611710,7070550,7070550
202002189349301325,030179299,FEES,684567,684567
202002189349301325,030179299,ROOM AND BOARD,4062010,4062010
202002189349301325,030179299,TUITION,16258905,16258905
202001429349300015,271441054,CAREER ADVISING REVENUE,283000,283000
202001429349300015,271441054,COLLEGE TOUR REVENUE,12000,12000
201943199349317899,861120719,EVENT REVENUE,1876716,1876716
201943199349317899,861120719,SCHOLARSHIPS,24750,24750
202001969349302350,030179414,TUITION & FEES,611710,38710132,38710132
202001969349302350,030179414,ROOM & BOARD,721310,10258397,10258397
202001969349302350,030179414,ANCILLARY STUDENT SVCS,611710,686538,686538
202032129349300413,630846743,"SEMINARY TUITION ,FEES &OTHER",135621,135621
202012059349300706,474670026,PARTNERSHIP FEES,900099,25000,25000
202030719349301318,830340684,TUITION INCOME,900099,4986379,4986379
202030719349301318,830340684,ROOM AND BOARD INCOME,900099,1430559,1430559
202030559349300523,930461940,TUITION FEES,611600,15381882,15381882
202030559349300523,930461940,CLINIC,621400,2386833,2386833
202000439349300615,311682468,TUITION AND FEES,611600,39658165,39658165
202000439349300615,311682468,SALES AND SERVICE OF AUXILIARY ENTERPRISES,611710,9785634,9785634
202030099349300123,344428207,TUITION FEES,611600,20248306,20248306
202030099349300123,344428207,AUXILIARY FEES,611710,590544,590544
202030099349300123,344428207,DORMITORY/HOUSING,611710,2728708,2728708
202030099349300123,344428207,DINING HALL,611710,2625587,2625587
202041009349300324,464884633,SPECIALTY PROGRAM TUITION/FEES,611710,21412851,21412851,0,0
202041009349300324,464884633,PARTNERSHIP PROGRAM TUITION/FEES,611710,6482377,6482377,0,0
202041009349300324,464884633,ROOM AND BOARD,721000,2227787,2227787,0,0
202041009349300324,464884633,EDUCATIONAL TOURS AND ACTIVITIES,561520,1320725,1320725,0,0
202020459349300812,160871487,Tuition and fees,611310,11190803,11190803,0,0
202020459349300812,160871487,Auxiliary enterprise revenue,611710,228914,228914,0,0
202031679349300623,470378777,TUITION & FEES,611710,44001157,44001157
202031679349300623,470378777,AUXILIARY SERVICES,611710,7659369,7659369
202031679349300623,470378777,OTHER INCOME,611710,1909871,1809510,100361
202031679349300623,470378777,COLLABORATIVE REVENUE,611710,853712,853712
202032539349300123,730590036,TUITION AND FEES,611710,3460155,3460155
202032539349300123,730590036,AUXILIARY ENTERPRISES,611710,866378,866378
202030569349300228,316064854,TUITION AND FEES,611710,1323410,1323410
202030569349300228,316064854,PREPARATION ROOM REVEN,611710,127360,127360
201903399349300110,821353618,TRAINING INCOME,328328,328328
202020669349300017,980042539,Research and Special Projects,541700,30170157,30170157,0,0
202020669349300017,980042539,Student Fees and Misc Fees,611310,109727430,109727430,0,0
202020669349300017,980042539,Ancillary (non inventory holding),611710,13493174,13493174,0,0
202020669349300017,980042539,Fees and Contracts from Government,541690,1920271,1920271,0,0
202031059349300313,590637903,TUITION & FEES,900099,70775527,70775527
202031059349300313,590637903,AUXILIARY SERVICES,900099,13757045,13757045
202031059349300313,590637903,COMMUNITY OUTREACH,900099,1937986,1937986
202031979349304623,570324915,TUITION AND FEES,611310,18635735,18635735
202031979349304623,570324915,AUXILIARY ENTERPRISES,611310,3169599,3169599
202031979349304623,570324915,INTEREST ON LOANS RECEIVABLE,611310,6945,6945
201943539349301209,237125575,TUITION,611600,190294,190294
202041329349301844,204741060,SPED FEE REVENUE,900099,542004,542004
202041329349301844,204741060,LUNCH REVENUE,900099,66841,66841
202041329349301844,204741060,UNIFORM REVENUE,900099,1734,1734
202041339349302264,042103638,Tuition and fees,611310,90303186,90303186,0,0
202041339349302264,042103638,Room and board,611310,21128061,21128061,0,0
202041339349302264,042103638,Education department services,611310,159833,159833,0,0
202041339349302264,042103638,Resident fees,611310,257277,257277,0,0
202041339349302344,250969449,TUITION,900099,776468973,776468973
202041339349302344,250969449,AUXILIARY SERVICES,611710,75021841,74330714,691127
202041339349302344,250969449,OTHER PROGRAM SERVICES,900099,13973514,13973514
202041359349303119,310970262,Tuition and Fees,611310,3713418,3713418,0,0
202041359349303179,880121831,Tuition Fees and Board,611310,18055801,18055801
202011969349301346,030179419,Auxillary Enterprises,130610,130610
202011969349301346,030179419,Student Loan Interest,4536,4536
202011969349301346,030179419,Tuition & Fees,7722267,7722267
202000879349301400,581363100,TUITION AND FEES,611710,32705085,32705085
202000879349301400,581363100,AUXILIARY ENTERPRISES,611710,2879648,2850342,29306
202000879349301400,581363100,OTHER INCOME,611710,408330,408330
202000879349301400,581363100,UNIVERSITY BOOKSTORE SALES,611710,216941,216941
202001929349300200,042105776,TUITION AND FEES,611310,80742298,80742298
202001929349300200,042105776,AUXILIARY,611310,20568238,20542891,25347
202011949349300621,432003552,CONTRACT REVENUE,900099,1477194,1477194
202000239349301110,841449678,PROGRAM SERVICE REVENUE,611600,120699,120699
202000239349301110,841449678,MISCELLANEOUS,611600,66,66
202011369349303121,952261113,Tuition and fees,611600,57492679,57492679
202011369349303121,952261113,Auxiliary enterprises,611710,14540447,14540447
202011369349303121,952261113,Summer conferences,611710,829655,829655
202011369349303121,952261113,Federal Grants and Contracts,611710,532574,532574
202011369349303121,952261113,Private contracts,900099,16537,16537
202030879349300438,430653369,STUDENT TUITION & FEES,611600,132132455,132132455
202030879349300438,430653369,HOUSING,721310,11725775,11725775
202030879349300438,430653369,BOOK SALES,451211,4614,4614
202030879349300438,430653369,STORE SALES,453000,423760,423760
202001199349300140,231352613,TUITION AND FEES,611600,69561000,69561000
202001199349300140,231352613,AUXILIARY ENTERPRISES,611710,5494000,5494000
202031339349301788,480559090,TUITION,611600,3137631,3137631
202031339349301788,480559090,DINING HALL,611600,450421,450421
202031339349301788,480559090,DORMS/RENTALS,611600,398034,398034
202041009349300524,231352652,TUITION & FEES,611310,60039454,60039454
202041009349300524,231352652,AUXILIARY ENTERPRISES,611310,13977975,13977975
201913199349302381,900893455,Direct Patient Care,621110,39681342,39681342
201913199349302381,900893455,Other Health Care,621110,19023824,19023824
202010559349301121,611312812,TUITION,611710,115278,115278
202010909349301211,042103865,TUITION,611600,61280252,61280252
202010909349301211,042103865,RESIDENCE AND DINING,611710,3712908,3712908
202010909349301211,042103865,WOMEN'S CONFERENCE,611710,402090,402090
202010909349301211,042103865,THEATER DEPARTMENT,711110,6542,6542
202040739349301419,941339635,Other,611600,925838,925838
202040739349301419,941339635,Residence housing,611600,2272922,2272922
202040739349301419,941339635,Tuition,611600,19448681,19448681
202021969349300322,720635884,TUITION & FEES,611710,57635077,57635077
202021969349300322,720635884,AUXILIARY ENTERPRISES,611710,14749017,14749017
202021969349300322,720635884,RENTAL,611710,115456,115456
202021769349300302,581438873,TUITION AND FEES,611710,20163676,20163676
202032449349301673,452940053,ACTIVITY FEES,900099,451985,451985
202032449349301673,452940053,EVENTS REVENUE,900099,213363,213363
202012539349300006,581494136,TUITION AND FEES,6626215,6626215
202012539349300006,581494136,AFFILIATION REVENUES,542758,542758
202012539349300006,581494136,ADVANCED PHYSIOLOGIC INSTRUCT,105000,105000
202000739349301410,952882724,TUITION AND FEES,611600,20982620,20982620
202000429349300540,310747997,Tuition & Fees,611600,14912005,14912005,0,0
202000429349300540,310747997,Education Support,611710,10621,10621,0,0
201903179349309090,455460170,TUITION REVENUE,245049,245049
202031149349300113,850365964,STUDENT TUITON AND FEE,611600,2072711,2072711
202031149349300113,850365964,ROOM AND BOARD,721310,1288911,1288911
202031149349300113,850365964,STUDENT FINANCIAL AID,611600,769618,769618
202031149349300113,850365964,MUSEUM ADMISSIONS & SP,900099,128022,128022
202031329349300908,231352683,TUITION & FEES,611310,86579000,86579000
202031329349300908,231352683,ROOM & BOARD,611310,22716000,22716000
202011069349300716,411607453,TUITION AND FEES,611710,29362764,29362764
202011069349300716,411607453,HOUSING RENTAL INCOME,611710,1395303,1395303
202011069349300716,411607453,SALE OF OTHER SERVICES,611710,924245,924245
202011069349300716,411607453,SALES BOOKSTORE,611710,436023,436023
202011069349301111,231352615,TUITION AND FEES,611710,73882071,73882071
202011069349301111,231352615,AUX ENT - ROOM AND BOARD,721310,12293892,12293892
202011069349301111,231352615,AUX ENT - OTHER PROGRAM INCOME,900099,467341,467341
201903459349300630,900909356,SERV TO SHCOOL DIST,611710,71159,71159
201903459349300630,900909356,INDIRECT COST REIMB,611710,137849,137849
201903459349300630,900909356,OTHER,611710,15287,15287
201903409349300100,954573427,TUITION REVENUE,52936
202011349349301306,237251952,Tuition and Fees,611600,29888142,29888142
202011349349301306,237251952,Auxiliary Enterprises,900099,308054,308054
202011349349301306,237251952,Miscellaneous Revenue,900099,193341,193341
202030919349300633,430764111,TUITION AND FEES,900099,701479,701479
202030919349300633,430764111,STUDENT HOUSING,900099,68518,68518
202030919349300633,430764111,CAFETERIA/VENDING,900099,54454,54454
202030919349300633,430764111,PROGRAM RENT,900099,2925,2925
202001289349301475,350869045,TUITION AND FEES,611710,104153960,104153960
202001289349301475,350869045,AUXILIARY SERVICES,611710,16459231,16459231
201903189349314730,262616570,PROGRAM SERVICE REVENUE,611600,503533,503533
201913519349300021,510205293,TUITION & FEES,611600,87041,87041
202011909349301751,201024637,TUITION,611600,260180,260180
202030639349300438,204542690,TUITION FEES,611710,27433,27433
202030639349300438,204542690,SALES OF BOOKS ETC,611710,238,238
202030639349300438,204542690,CONTRIBUTIONS,611710,19611,19611
202041979349304394,240795453,TUITION & FEES,611600,78674401,78674401
202041979349304394,240795453,AUXILIARY ENTERPRISE SALES & SVCS,721310,5950783,77969,5872814
202041979349304394,240795453,EDUCATION RELATED SERVICES,611710,171730,171730
202041979349304394,240795453,EDUCATION SALES & SERVICES,611710,113000,113000
202031979349303368,570314404,Tuition and fees,611310,30861879,30861879
202031979349303368,570314404,Auxiliary enterprises,611310,10571020,10571020
202031979349303368,570314404,Student services,611310,1572138,1572138
202011909349301116,470405319,TUITION AND FEES,611710,19029787,19029787
202011909349301116,470405319,AUXILIARY SERVICES,611710,2001481,1953224,48257
202011909349301116,470405319,STUDENT SERVICES,611710,1490753,1277807,212946
202020179349300007,836007943,TUITION,293905,293905
202020179349300007,836007943,ROOM AND BOARD,465771,465771
202020179349300007,836007943,STUDENT FEES AND MISC.,92425,92425
202020179349300007,836007943,STUDENT BOOKSTORE,48010,48010
